ID	Function
GVOG02627	uncharacterized protein
GVOG02503	uncharacterized protein
GVOG04667	uncharacterized protein | uncharacterized protein
GVOG01231	uncharacterized protein
GVOG02704	no_annotation
GVOG02444	uncharacterized protein
GVOG07889	no_annotation
GVOG01239	no_annotation
GVOG04773	no_annotation
GVOG02100	no_annotation
GVOG02483	uncharacterized protein
GVOG02743	no_annotation
GVOG01273	no_annotation
GVOG02136	no_annotation
GVOG02858	no_annotation
GVOG02537	uncharacterized protein
GVOG02633	no_annotation
GVOG00388	no_annotation
GVOG02345	no_annotation
GVOG01474	no_annotation
GVOG02452	dihydroneopterin aldolase
GVOG13291	no_annotation
GVOG07243	
GVOG12961	
GVOG07004	no_annotation
GVOG06339	Serine/Threonine protein kinase | Serine/Threonine protein kinases | tyrosine protein kinase | Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae) | Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinase
GVOG04074	no_annotation
GVOG03784	uncharacterized protein
GVOG10939	no_annotation
GVOG00623	no_annotation
GVOG02525	uncharacterized protein
GVOG00394	no_annotation
GVOG01438	no_annotation
GVOG02268	uncharacterized protein
GVOG01533	no_annotation
GVOG02761	no_annotation
GVOG05579	no_annotation
GVOG10043	putative transposase
GVOG03394	no_annotation
GVOG00259	no_annotation
GVOG12211	RING-finger-containing E3 ubiquitin ligase
GVOG02282	uncharacterized protein
GVOG00132	no_annotation
GVOG04021	no_annotation
GVOG07394	no_annotation
GVOG02279	uncharacterized protein
GVOG02148	no_annotation
GVOG08555	no_annotation
GVOG02141	uncharacterized protein
GVOG09888	
GVOG04668	uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOG10966	no_annotation
GVOG01882	ankyrin repeat protein | uncharacterized protein | hypothetical protein, similar to ankyrin
GVOG07100	no_annotation
GVOG12074	no_annotation
GVOG01685	uncharacterized protein
GVOG02520	uncharacterized protein
GVOG09516	no_annotation
GVOG01430	no_annotation
GVOG02873	uncharacterized protein
GVOG14159	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG02619	uncharacterized protein
GVOG02566	CYTH-like domain protein
GVOG03553	no_annotation
GVOG01479	no_annotation
GVOG05396	no_annotation
GVOG01866	no_annotation
GVOG01680	no_annotation
GVOG02476	GRF zinc finger motif-containing protein
GVOG02506	ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin
GVOG03550	TPR repeat-containing protein
GVOG00843	Serine/Threonine protein kinase | Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae) | Serine/Threonine protein kinase | Serine/Threonine protein kinase
GVOG01893	no_annotation
GVOG00641	no_annotation
GVOG02715	no_annotation
GVOG00397	no_annotation
GVOG01441	Ubiquitin
GVOG02550	no_annotation
GVOG12966	Thioredoxin
GVOG06082	no_annotation
GVOG01659	uncharacterized protein
GVOG03293	no_annotation
GVOG04475	no_annotation
GVOG11332	no_annotation
GVOG03548	no_annotation
GVOG02816	no_annotation
GVOG02611	no_annotation
GVOG09919	no_annotation
GVOG10869	no_annotation
GVOG00119	no_annotation
GVOG02349	no_annotation
GVOG01250	no_annotation
GVOG00992	no_annotation
GVOG00806	uncharacterized protein
GVOG11619	PBCV-specific basic adaptor domain protein | uncharacterized protein | uncharacterized protein
GVOG10474	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG02776	no_annotation
GVOG01699	no_annotation
GVOG09559	uncharacterized protein
GVOG05386	no_annotation
GVOG02449	uncharacterized protein
GVOG04357	no_annotation
GVOG07696	no_annotation
GVOG01895	no_annotation
GVOG06997	uncharacterized protein
GVOG02269	uncharacterized protein
GVOG11990	ankyrin repeat protein | hypothetical protein, similar to ankyrin
GVOG00270	no_annotation
GVOG00644	no_annotation
GVOG02549	Serine/Threonine protein kinase | uncharacterized protein
GVOG02855	no_annotation
GVOG12075	uncharacterized protein
GVOG01887	uncharacterized protein
GVOG07597	no_annotation
GVOG04647	uncharacterized protein
GVOG06730	no_annotation
GVOG10001	no_annotation
GVOG08862	no_annotation
GVOG00375	no_annotation
GVOG02088	no_annotation
GVOG11380	no_annotation
GVOG00645	no_annotation
GVOG04534	uncharacterized protein
GVOG01691	no_annotation
GVOG02723	no_annotation
GVOG06571	no_annotation
GVOG09340	no_annotation
GVOG07602	uncharacterized protein
GVOG05676	no_annotation
GVOG10502	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG03134	no_annotation
GVOG00398	no_annotation
GVOG01272	no_annotation
GVOG02524	uncharacterized protein
GVOG05566	no_annotation
GVOG12844	no_annotation
GVOG08823	no_annotation
GVOG04719	no_annotation
GVOG06487	no_annotation
GVOG08618	no_annotation
GVOG02514	uncharacterized protein
GVOG06603	no_annotation
GVOG09300	no_annotation
GVOG02464	uncharacterized protein
GVOG01282	F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | uncharacterized protein | F-box domain protein | uncharacterized protein
GVOG03380	no_annotation
GVOG10012	
GVOG02560	uncharacterized protein
GVOG00819	no_annotation
GVOG03392	no_annotation
GVOG05221	no_annotation
GVOG03926	uncharacterized protein
GVOG01015	no_annotation
GVOG00981	no_annotation
GVOG02437	uncharacterized protein
GVOG09553	no_annotation
GVOG10468	no_annotation
GVOG02384	no_annotation
GVOG00610	uncharacterized protein
GVOG03645	no_annotation
GVOG10142	no_annotation
GVOG02274	uncharacterized protein
GVOG02153	uncharacterized protein
GVOG09510	TNF-alpha-receptor-like protein
GVOG00763	no_annotation
GVOG01488	no_annotation
GVOG06343	no_annotation
GVOG01412	no_annotation
GVOG05949	no_annotation
GVOG01655	uncharacterized protein
GVOG02726	uncharacterized protein
GVOG12455	
GVOG04790	no_annotation
GVOG03391	no_annotation
GVOG00387	no_annotation
GVOG01233	no_annotation
GVOG02162	uncharacterized protein
GVOG02130	uncharacterized protein
GVOG09884	no_annotation
GVOG09145	no_annotation
GVOG01260	no_annotation
GVOG09561	no_annotation
GVOG09421	
GVOG02741	no_annotation
GVOG01254	uncharacterized protein
GVOG04644	uncharacterized protein
GVOG02133	uncharacterized protein
GVOG04652	beta glucosidase
GVOG11132	Thioredoxin-like protein
GVOG00401	no_annotation
GVOG05683	no_annotation
GVOG09957	no_annotation
GVOG01647	no_annotation
GVOG02563	uncharacterized protein
GVOG01245	uncharacterized protein
GVOG02242	no_annotation
GVOG01280	no_annotation
GVOG11686	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG01700	uncharacterized protein
GVOG02540	uncharacterized protein
GVOG10503	no_annotation
GVOG06996	no_annotation
GVOG09388	no_annotation
GVOG02870	no_annotation
GVOG00821	uncharacterized protein
GVOG00997	uncharacterized protein
GVOG03558	no_annotation
GVOG04597	uncharacterized protein
GVOG02044	no_annotation
GVOG01448	no_annotation
GVOG02223	uncharacterized protein
GVOG03137	no_annotation
GVOG03671	
GVOG02125	uncharacterized protein
GVOG02353	no_annotation
GVOG02639	uncharacterized protein
GVOG05687	no_annotation
GVOG08725	no_annotation
GVOG01867	no_annotation
GVOG01698	uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein | chitin binding protein
GVOG07595	no_annotation
GVOG02339	no_annotation
GVOG02810	no_annotation
GVOG13575	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG11396	MORN repeat proteins and some others
GVOG04605	uncharacterized protein
GVOG01447	no_annotation
GVOG02158	uncharacterized protein
GVOG12229	no_annotation
GVOG02769	no_annotation
GVOG01865	uncharacterized protein
GVOG01892	no_annotation
GVOG10965	no_annotation
GVOG01516	no_annotation
GVOG02348	no_annotation
GVOG00990	no_annotation
GVOG02122	uncharacterized protein
GVOG00627	no_annotation
GVOG05385	no_annotation
GVOG08932	no_annotation
GVOG02497	F-box domain protein | F-box domain protein
GVOG02395	no_annotation
GVOG01285	uncharacterized protein
GVOG05962	uncharacterized protein
GVOG02241	no_annotation
GVOG04203	uncharacterized protein
GVOG00782	no_annotation
GVOG04811	no_annotation
GVOG02463	uncharacterized protein
GVOG01398	no_annotation
GVOG00393	no_annotation
GVOG01898	uncharacterized protein
GVOG02530	uncharacterized protein
GVOG06656	no_annotation
GVOG06998	no_annotation
GVOG03658	no_annotation
GVOG06708	no_annotation
GVOG04755	no_annotation
GVOG01450	no_annotation
GVOG01004	no_annotation
GVOG04051	no_annotation
GVOG02142	uncharacterized protein
GVOG02438	uncharacterized protein
GVOG14041	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG07379	no_annotation
GVOG01868	no_annotation
GVOG13176	leucine-rich repeat protein
GVOG03791	no_annotation
GVOG09473	uncharacterized protein | uncharacterized protein
GVOG11046	uncharacterized protein | exostosin
GVOG09072	uncharacterized protein
GVOG07398	no_annotation
GVOG01646	no_annotation
GVOG02536	uncharacterized protein
GVOG02047	no_annotation
GVOG02275	uncharacterized protein
GVOG01896	no_annotation
GVOG05254	no_annotation
GVOG03942	no_annotation
GVOG10593	no_annotation
GVOG07380	no_annotation
GVOG09953	
GVOG11717	no_annotation
GVOG00785	no_annotation
GVOG07128	no_annotation
GVOG02572	uncharacterized protein
GVOG12209	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG02701	no_annotation
GVOG09292	no_annotation
GVOG02532	uncharacterized protein
GVOG02637	no_annotation
GVOG01889	uncharacterized protein
GVOG03676	no_annotation
GVOG00989	no_annotation
GVOG08621	no_annotation
GVOG02157	no_annotation
GVOG02526	uncharacterized protein
GVOG03543	uncharacterized protein
GVOG03648	no_annotation
GVOG01466	no_annotation
GVOG02495	uncharacterized protein
GVOG01258	no_annotation
GVOG04356	uncharacterized protein
GVOG07241	
GVOG09085	ABC transporter
GVOG01884	no_annotation
GVOG11469	no_annotation
GVOG02809	no_annotation
GVOG01001	no_annotation
GVOG02867	uncharacterized protein
GVOG08256	no_annotation
GVOG02101	no_annotation
GVOG00817	uncharacterized protein | uncharacterized protein
GVOG01426	no_annotation
GVOG10041	no_annotation
GVOG12187	no_annotation
GVOG05972	no_annotation
GVOG01234	uncharacterized protein
GVOG10597	putative cysteine protease
GVOG10568	SEL1 repeat protein
GVOG09147	no_annotation
GVOG10363	no_annotation
GVOG00399	
GVOG00117	no_annotation
GVOG01681	no_annotation
GVOG10011	DNA-directed RNA polymerase subunit beta
GVOG00643	no_annotation
GVOG02468	uncharacterized protein
GVOG10528	uncharacterized protein | uncharacterized protein
GVOG02201	no_annotation
GVOG04524	PBCV-specific basic adaptor domain protein | uncharacterized protein | uncharacterized protein
GVOG07242	no_annotation
GVOG10362	no_annotation
GVOG01006	no_annotation
GVOG00609	no_annotation
GVOG00652	no_annotation
GVOG02645	no_annotation
GVOG11449	no_annotation
GVOG04531	uncharacterized protein
GVOG03772	no_annotation
GVOG06471	no_annotation
GVOG13701	Thioredoxin
GVOG05674	no_annotation
GVOG01673	uncharacterized protein
GVOG06067	no_annotation
GVOG03562	no_annotation
GVOG09110	no_annotation
GVOG05577	no_annotation
GVOG08933	TNF-alpha-receptor-like protein
GVOG09883	no_annotation
GVOG08938	no_annotation
GVOG01275	no_annotation
GVOG10013	no_annotation
GVOG11980	ankyrin repeat protein | ankyrin repeat protein
GVOG03785	no_annotation
GVOG07993	no_annotation
GVOG00628	no_annotation
GVOG02454	uncharacterized protein
GVOG00845	no_annotation
GVOG01246	uncharacterized protein
GVOG00251	no_annotation
GVOG02149	uncharacterized protein
GVOG00859	uncharacterized protein
GVOG00385	no_annotation
GVOG13123	SEL1 repeat protein
GVOG08230	uncharacterized protein
GVOG01864	RING finger family protein
GVOG02154	uncharacterized protein
GVOG03252	no_annotation
GVOG01475	uncharacterized protein
GVOG02087	no_annotation
GVOG00625	uncharacterized protein | uncharacterized protein
GVOG02475	uncharacterized protein
GVOG11699	no_annotation
GVOG02471	zinc-finger CCHC-type motif-containing protein
GVOG01695	uncharacterized protein
GVOG00995	uncharacterized protein
GVOG03376	putative ATPase | packaging ATPase
GVOG00118	no_annotation
GVOG00798	no_annotation
GVOG02451	no_annotation
GVOG01902	ribonuclease H-like protein
GVOG01274	transposase
GVOG02270	uncharacterized protein
GVOG10601	no_annotation
GVOG01900	no_annotation
GVOG03802	no_annotation
GVOG03681	no_annotation
GVOG04512	no_annotation
GVOG02278	uncharacterized protein
GVOG10406	no_annotation
GVOG03688	no_annotation
GVOG02948	no_annotation
GVOG00122	no_annotation
GVOG03774	uncharacterized protein
GVOG07132	putative nuclease
GVOG01433	uncharacterized protein
GVOG09056	no_annotation
GVOG00861	uncharacterized protein
GVOG06736	no_annotation
GVOG11000	uncharacterized protein
GVOG00654	no_annotation
GVOG01507	no_annotation
GVOG09598	no_annotation
GVOG07805	no_annotation
GVOG00760	no_annotation
GVOG04205	no_annotation
GVOG02555	uncharacterized protein
GVOG01885	no_annotation
GVOG06659	no_annotation
GVOG02864	no_annotation
GVOG11687	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG00649	no_annotation
GVOG02369	no_annotation
GVOG01255	no_annotation
GVOG01247	uncharacterized protein
GVOG05567	no_annotation
GVOG11929	no_annotation
GVOG00639	uncharacterized protein
GVOG01482	uncharacterized protein
GVOG03798	no_annotation
GVOG11066	Zn-finger protein | uncharacterized protein
GVOG05969	no_annotation
GVOG06669	no_annotation
GVOG00615	no_annotation
GVOG05230	no_annotation
GVOG02240	no_annotation
GVOG02571	F-box and Morn-repeat proteins | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOG08261	no_annotation
GVOG10998	no_annotation
GVOG01404	no_annotation
GVOG01877	no_annotation
GVOG02823	no_annotation
GVOG02508	uncharacterized protein
GVOG01263	no_annotation
GVOG02874	no_annotation
GVOG07389	no_annotation
GVOG01018	no_annotation
GVOG00824	no_annotation
GVOG04029	no_annotation
GVOG05088	no_annotation
GVOG04585	mRNA capping enzyme large subunit, methyltransferase domain | mRNA capping enzyme N-terminal, ATPase and guanylyltransferase
GVOG02457	uncharacterized protein
GVOG14263	ankyrin repeat protein | ankyrin repeat protein | F-box domain protein | ankyrin repeat protein | F-box domain protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | uncharacterized protein | F-box domain protein | ankyrin repeat protein
GVOG04517	uncharacterized protein
GVOG00272	no_annotation
GVOG12314	ubiquitin-conjugating enzyme E2 | uncharacterized protein | UBCc, Ubiquitin-conjugating enzyme E2
GVOG09468	uncharacterized protein
GVOG01855	no_annotation
GVOG06573	no_annotation
GVOG02548	uncharacterized protein
GVOG07470	no_annotation
GVOG01665	no_annotation
GVOG02882	uncharacterized protein
GVOG10994	uncharacterized protein
GVOG02477	uncharacterized protein
GVOG12612	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG01027	no_annotation
GVOG08166	uncharacterized protein | uncharacterized protein
GVOG00400	no_annotation
GVOG07388	Immunoglobulin domain containing protein
GVOG02825	no_annotation
GVOG02718	ankyrin repeat protein
GVOG02937	no_annotation
GVOG01856	uncharacterized protein
GVOG04035	no_annotation
GVOG10177	no_annotation
GVOG11769	BRO-like protein | ALI motif family protein | BRO-N domain protein | BRO-N domain protein
GVOG04528	uncharacterized protein
GVOG00372	no_annotation
GVOG05580	no_annotation
GVOG01654	no_annotation
GVOG03792	no_annotation
GVOG02347	no_annotation
GVOG01236	no_annotation
GVOG08688	disulfide (thiol) oxidoreductase, Erv1 / Alr family
GVOG00241	no_annotation
GVOG02570	uncharacterized protein
GVOG12743	no_annotation
GVOG00230	no_annotation
GVOG02564	uncharacterized protein
GVOG08123	uncharacterized protein
GVOG02286	no_annotation
GVOG02434	uncharacterized protein
GVOG11350	
GVOG03788	no_annotation
GVOG04819	no_annotation
GVOG02542	uncharacterized protein
GVOG06099	no_annotation
GVOG04191	uncharacterized protein
GVOG01678	no_annotation
GVOG01435	uncharacterized protein
GVOG02860	no_annotation
GVOG01684	no_annotation
GVOG00766	no_annotation
GVOG04343	no_annotation
GVOG09296	glycosyltransferase
GVOG01694	uncharacterized protein
GVOG07386	no_annotation
GVOG03544	no_annotation
GVOG02151	uncharacterized protein
GVOG02635	uncharacterized protein
GVOG02650	no_annotation
GVOG01403	uncharacterized protein
GVOG02194	no_annotation
GVOG00812	no_annotation
GVOG02551	uncharacterized protein
GVOG02884	uncharacterized protein
GVOG05096	no_annotation
GVOG01652	uncharacterized protein | uncharacterized protein
GVOG00655	no_annotation
GVOG00620	no_annotation
GVOG01251	no_annotation
GVOG01271	uncharacterized protein | papain-like cysteine peptidase (Cathepsin B group)
GVOG00638	no_annotation
GVOG02361	no_annotation
GVOG00128	no_annotation
GVOG02280	uncharacterized protein
GVOG13097	RING-finger-containing E3 ubiquitin ligase
GVOG05570	no_annotation
GVOG02370	no_annotation
GVOG08491	no_annotation
GVOG02150	uncharacterized protein
GVOG08865	no_annotation
GVOG02490	uncharacterized protein
GVOG07396	no_annotation
GVOG01014	no_annotation
GVOG02587	uncharacterized protein
GVOG00396	no_annotation
GVOG13988	Thioredoxin
GVOG01005	no_annotation
GVOG05251	no_annotation
GVOG01860	no_annotation
GVOG01878	uncharacterized protein
GVOG04674	uncharacterized protein
GVOG02559	uncharacterized protein
GVOG02093	no_annotation
GVOG01284	no_annotation
GVOG06583	no_annotation
GVOG01872	uncharacterized protein
GVOG05569	uncharacterized protein
GVOG02541	uncharacterized protein
GVOG01000	uncharacterized protein
GVOG03265	putative interleukin binding protein
GVOG05457	no_annotation
GVOG02770	no_annotation
GVOG02202	no_annotation
GVOG03846	no_annotation
GVOG03260	no_annotation
GVOG05886	no_annotation
GVOG10984	no_annotation
GVOG00481	no_annotation
GVOG04273	no_annotation
GVOG09425	no_annotation
GVOG01425	no_annotation
GVOG08235	no_annotation
GVOG02222	no_annotation
GVOG03458	no_annotation
GVOG01392	no_annotation
GVOG07645	no_annotation
GVOG00461	no_annotation
GVOG09422	no_annotation
GVOG04757	no_annotation
GVOG05688	no_annotation
GVOG12016	no_annotation
GVOG00550	no_annotation
GVOG10491	no_annotation
GVOG00493	no_annotation
GVOG06707	no_annotation
GVOG10088	no_annotation
GVOG02163	no_annotation
GVOG05867	uncharacterized protein
GVOG08598	
GVOG04042	no_annotation
GVOG00507	no_annotation
GVOG11924	glycosyltransferase
GVOG09365	no_annotation
GVOG02271	uncharacterized protein
GVOG01436	no_annotation
GVOG03460	TATA box binding protein (TBP)
GVOG07312	no_annotation
GVOG01767	no_annotation
GVOG07307	no_annotation
GVOG02363	no_annotation
GVOG03259	no_annotation
GVOG08192	MutH/Vsr/archaeal HJR-like endonuclease
GVOG11718	uncharacterized protein
GVOG04269	no_annotation
GVOG02819	DNA-directed RNA polymerase subunit alpha
GVOG11012	uncharacterized protein | GIY-YIG-like endonuclease
GVOG11375	ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG00795	no_annotation
GVOG00776	no_annotation
GVOG06619	no_annotation
GVOG10591	Zn-finger protein
GVOG04679	RING domain-containing protein
GVOG00549	no_annotation
GVOG05484	no_annotation
GVOG06521	ankyrin repeat protein
GVOG07301	no_annotation
GVOG01524	no_annotation
GVOG03254	no_annotation
GVOG06494	uncharacterized protein | uncharacterized protein
GVOG09985	uncharacterized protein
GVOG01452	no_annotation
GVOG11013	uncharacterized protein | uncharacterized protein
GVOG07098	no_annotation
GVOG08597	Dual specificity phosphatases (DSP); Ser/Thr and Tyr protein phosphatases
GVOG02066	no_annotation
GVOG02790	no_annotation
GVOG11437	no_annotation
GVOG01090	no_annotation
GVOG06663	no_annotation
GVOG04772	no_annotation
GVOG01496	no_annotation
GVOG04714	no_annotation
GVOG00542	no_annotation
GVOG05884	no_annotation
GVOG00545	no_annotation
GVOG04784	no_annotation
GVOG00565	no_annotation
GVOG02679	no_annotation
GVOG11994	ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG09369	no_annotation
GVOG06592	no_annotation
GVOG03456	uncharacterized protein
GVOG01771	no_annotation
GVOG01758	no_annotation
GVOG08129	uncharacterized protein | uncharacterized protein
GVOG01099	no_annotation
GVOG07644	no_annotation
GVOG11435	no_annotation
GVOG01746	no_annotation
GVOG04047	no_annotation
GVOG06698	no_annotation
GVOG05710	no_annotation
GVOG11016	A1L transcription factor/late transcription factor VLTF-2
GVOG06508	uncharacterized protein
GVOG05678	no_annotation
GVOG00276	uncharacterized protein
GVOG03488	no_annotation
GVOG02288	no_annotation
GVOG12664	no_annotation
GVOG05444	no_annotation
GVOG10497	Ubiquitin
GVOG02307	no_annotation
GVOG02728	NCLDV major capsid protein
GVOG09794	no_annotation
GVOG03470	no_annotation
GVOG11377	no_annotation
GVOG02196	no_annotation
GVOG08893	no_annotation
GVOG01159	no_annotation
GVOG03269	no_annotation
GVOG00490	no_annotation
GVOG00563	no_annotation
GVOG04626	uncharacterized protein
GVOG01462	no_annotation
GVOG02943	no_annotation
GVOG11989	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG04025	XRN 5'-3' exonuclease
GVOG11097	no_annotation
GVOG03494	no_annotation
GVOG02561	no_annotation
GVOG00492	no_annotation
GVOG02929	no_annotation
GVOG04028	no_annotation
GVOG05211	no_annotation
GVOG00243	no_annotation
GVOG02297	no_annotation
GVOG07516	no_annotation
GVOG02578	uncharacterized protein
GVOG11352	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG02846	no_annotation
GVOG03287	no_annotation
GVOG00463	no_annotation
GVOG02836	no_annotation
GVOG11028	no_annotation
GVOG04526	no_annotation
GVOG10492	uncharacterized protein
GVOG07495	no_annotation
GVOG11021	F-box and Morn-repeat proteins | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOG10089	uncharacterized protein
GVOG01464	no_annotation
GVOG02729	no_annotation
GVOG03695	no_annotation
GVOG00816	no_annotation
GVOG05252	no_annotation
GVOG08687	no_annotation
GVOG03444	no_annotation
GVOG07774	no_annotation
GVOG02128	uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOG02068	no_annotation
GVOG00471	no_annotation
GVOG11093	no_annotation
GVOG00775	no_annotation
GVOG11766	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG02585	uncharacterized protein
GVOG00244	no_annotation
GVOG07136	uncharacterized protein
GVOG00277	no_annotation
GVOG01136	no_annotation
GVOG00459	no_annotation
GVOG01782	no_annotation
GVOG07662	uncharacterized protein
GVOG06057	no_annotation
GVOG00808	uncharacterized protein
GVOG12038	uncharacterized protein
GVOG05866	Endonuclease/Exonuclease/phosphatase family protein
GVOG05446	no_annotation
GVOG00836	no_annotation
GVOG09133	no_annotation
GVOG12217	Thioredoxin
GVOG01755	no_annotation
GVOG09487	uncharacterized protein
GVOG07643	no_annotation
GVOG02323	no_annotation
GVOG08593	no_annotation
GVOG02787	no_annotation
GVOG02198	no_annotation
GVOG13786	Thioredoxin
GVOG10846	no_annotation
GVOG01405	no_annotation
GVOG03452	no_annotation
GVOG10554	no_annotation
GVOG00249	no_annotation
GVOG04724	no_annotation
GVOG00537	no_annotation
GVOG01179	no_annotation
GVOG11029	no_annotation
GVOG12461	
GVOG00777	no_annotation
GVOG02781	no_annotation
GVOG04277	no_annotation
GVOG13837	putative glycosyltransferase
GVOG09492	
GVOG04813	no_annotation
GVOG02796	no_annotation
GVOG02738	no_annotation
GVOG02805	no_annotation
GVOG03472	no_annotation
GVOG02806	no_annotation
GVOG01768	no_annotation
GVOG00793	no_annotation
GVOG03873	hypothetical protein
GVOG02247	no_annotation
GVOG00772	no_annotation
GVOG02470	uncharacterized protein
GVOG00810	no_annotation
GVOG01786	no_annotation
GVOG01783	no_annotation
GVOG01173	no_annotation
GVOG04513	no_annotation
GVOG02069	no_annotation
GVOG01169	no_annotation
GVOG00484	no_annotation
GVOG01088	no_annotation
GVOG02421	no_annotation
GVOG04702	no_annotation
GVOG09918	no_annotation
GVOG01781	no_annotation
GVOG03839	F-box domain protein
GVOG03465	T5orf172 domain protein
GVOG00271	no_annotation
GVOG02446	RING-finger protein
GVOG06072	uncharacterized protein
GVOG05677	no_annotation
GVOG07501	no_annotation
GVOG01798	no_annotation
GVOG02364	no_annotation
GVOG01780	no_annotation
GVOG02851	no_annotation
GVOG00256	no_annotation
GVOG02392	no_annotation
GVOG00533	no_annotation
GVOG02179	no_annotation
GVOG09295	no_annotation
GVOG06662	no_annotation
GVOG07650	no_annotation
GVOG01449	uncharacterized protein
GVOG00246	no_annotation
GVOG12008	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG00525	no_annotation
GVOG02956	no_annotation
GVOG03836	no_annotation
GVOG10145	MORN repeat proteins and some others
GVOG07303	no_annotation
GVOG08763	ankyrin repeat protein
GVOG11025	no_annotation
GVOG06590	no_annotation
GVOG02372	no_annotation
GVOG06064	no_annotation
GVOG01158	no_annotation
GVOG02782	no_annotation
GVOG00262	no_annotation
GVOG01468	no_annotation
GVOG00273	no_annotation
GVOG07108	no_annotation
GVOG01759	no_annotation
