ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K07533	1	1	1	1	1	0	0	0	0	0
K07535	0	0	0	0	0	1	1	1	1	1
K07552	0	1	0	0	0	1	1	1	1	1
K07556	0	0	0	0	0	1	1	1	1	1
K07559	0	0	0	0	0	1	1	1	1	1
K07560	1	1	1	1	1	0	0	0	0	0
K07566	1	1	1	1	1	1	1	1	1	1
K07568	1	1	1	1	1	1	1	1	1	1
K07570	1	1	1	1	1	0	0	0	0	0
K07571	1	1	1	1	1	0	0	0	0	0
K07574	1	1	1	1	1	0	0	0	0	0
K07576	0	0	0	0	0	1	1	0	1	1
K07577	0	0	0	0	0	1	1	1	1	1
K07584	1	1	1	1	1	0	0	0	0	0
K07586	1	1	1	1	1	0	0	0	0	0
K07590	1	1	1	1	1	0	0	0	0	0
K07636	1	1	1	1	1	1	1	1	1	1
K07637	0	0	0	0	0	1	1	1	1	1
K07638	0	1	0	0	0	1	1	1	1	1
K07640	0	1	0	0	0	1	1	1	1	1
K07641	0	0	0	0	0	1	0	0	1	0
K07642	1	1	1	1	1	1	1	1	1	1
K07644	0	0	0	0	0	1	1	1	1	1
K07645	0	1	0	0	0	1	1	1	1	1
K07646	0	1	0	0	0	1	1	1	1	1
K07649	0	0	0	0	0	1	1	1	1	1
K07650	1	1	1	1	1	0	1	0	1	0
K07651	1	1	1	1	1	0	0	0	0	0
K07652	1	1	1	1	1	1	1	1	1	1
K07657	0	1	0	0	0	1	1	1	1	1
K07658	1	1	1	1	1	1	0	1	1	1
K07659	0	0	0	0	0	1	1	1	1	1
K07660	0	0	0	0	0	1	1	1	1	1
K07662	0	1	0	0	0	1	1	1	1	1
K07663	0	0	0	0	0	1	0	0	1	0
K07665	0	1	1	0	0	1	1	1	1	1
K07666	0	0	0	0	0	1	1	1	1	1
K07667	0	0	0	1	1	1	1	1	1	1
K07668	1	1	1	1	1	1	1	1	1	1
K07671	0	0	0	0	0	0	0	0	0	1
K07675	0	0	0	0	0	1	0	1	0	0
K07677	0	1	0	0	0	0	0	0	0	0
K07678	0	0	0	0	0	0	0	0	1	1
K07679	0	0	0	0	0	1	1	1	0	0
K07684	0	0	0	0	0	1	1	1	1	1
K07686	0	0	0	0	0	0	1	1	1	1
K07689	0	1	0	0	0	0	0	0	0	0
K07692	1	1	1	1	1	0	0	0	0	0
K07693	0	0	0	1	0	0	0	0	0	0
K07696	0	0	0	0	1	0	1	0	0	0
K07697	0	0	0	0	0	1	0	0	0	0
K07698	0	0	0	0	0	0	0	1	1	0
K07699	1	1	1	1	1	0	0	0	0	0
K07705	1	1	1	1	1	0	0	0	0	0
K07708	0	1	0	0	0	1	1	1	1	1
K07709	0	0	0	0	0	1	1	1	1	1
K07712	0	0	0	0	0	1	1	1	1	1
K07713	0	0	0	0	0	1	1	1	1	1
K07715	0	1	0	0	0	0	0	0	0	0
K07716	0	0	0	0	0	1	1	1	1	1
K07718	1	1	1	1	1	1	1	1	1	1
K07720	1	1	1	1	1	0	0	0	0	0
K07723	1	1	1	1	1	0	0	0	0	0
K07724	0	0	0	0	0	0	1	0	0	0
K07725	0	0	0	0	0	1	0	1	1	1
K07726	0	0	0	1	0	0	0	0	0	0
K07727	1	1	1	0	1	1	0	0	0	1
K07728	0	0	0	0	0	0	0	0	0	1
K07729	1	1	1	1	1	1	0	0	1	0
K07733	0	1	0	0	0	0	0	0	0	1
K07734	1	1	1	1	1	0	0	0	0	0
K07735	0	0	0	0	0	1	1	1	1	1
K07736	1	1	1	1	1	1	1	1	1	1
K07738	1	1	1	1	1	1	1	1	1	1
K07741	0	1	0	1	0	0	0	0	0	0
K07742	1	1	1	1	1	1	1	1	1	1
K07746	0	0	0	0	0	1	1	1	1	1
K07751	0	1	0	0	0	0	0	0	0	0
K07755	1	1	1	1	1	0	1	1	0	0
K07763	0	0	0	0	0	0	0	1	0	0
K07766	0	0	0	0	0	0	0	1	0	1
K07770	1	1	1	1	1	0	0	0	0	0
K07773	0	1	0	0	0	0	0	0	0	0
K07774	0	0	0	0	0	1	1	1	1	1
K07775	1	1	1	1	1	0	0	0	0	1
K07776	0	1	1	1	1	0	0	0	0	0
K07777	1	1	1	1	1	0	0	0	0	0
K07778	0	0	0	1	0	0	0	0	0	0
K07782	0	0	0	1	0	1	1	1	1	1
K07785	0	0	0	1	0	0	0	0	0	0
K07787	0	1	0	0	0	0	0	0	0	1
K07789	0	0	0	0	0	1	1	1	1	1
K07791	0	1	0	0	0	0	0	0	0	0
K07792	0	1	0	0	0	0	0	0	0	0
K07793	0	0	0	0	0	1	1	1	1	1
K07794	0	0	0	0	0	1	1	1	1	1
K07795	0	0	0	0	0	1	1	1	1	1
K07797	0	1	0	0	0	0	0	0	0	0
K07798	0	1	0	0	0	0	0	0	0	1
K07799	0	0	0	0	0	1	1	1	1	1
K07807	0	0	0	0	0	0	1	1	0	0
K07810	0	0	0	0	0	0	1	1	1	1
K07814	1	1	1	1	1	0	0	0	0	0
K07816	1	1	1	1	1	0	1	0	0	0
K07823	0	0	0	0	0	1	1	1	1	1
K07979	1	1	1	1	1	0	0	0	0	0
K08138	0	1	0	0	0	0	0	0	0	0
K08151	1	1	0	1	1	1	1	1	1	1
K08152	1	1	1	1	1	0	0	0	0	0
K08153	1	1	1	1	1	1	1	1	1	1
K08159	0	1	0	0	0	0	0	0	0	0
K08161	1	1	1	1	1	1	1	1	1	1
K08162	1	1	1	1	1	0	0	0	0	0
K08163	0	1	0	0	0	0	0	0	0	0
K08164	0	0	1	0	0	0	0	0	0	0
K08166	1	1	1	1	1	1	1	1	1	1
K08167	0	1	0	0	0	0	0	0	0	0
K08169	0	0	0	0	0	0	0	1	1	1
K08172	0	0	0	0	0	1	1	1	1	1
K08173	0	0	0	0	0	0	0	1	0	0
K08174	1	1	1	0	0	1	1	1	1	1
K08177	0	1	0	1	1	1	1	1	1	1
K08178	0	0	0	0	0	1	1	1	1	1
K08191	0	1	0	0	0	0	0	0	0	0
K08194	0	0	0	1	1	0	0	1	1	1
K08217	1	1	1	1	1	1	1	1	1	1
K08219	0	0	0	0	0	1	1	1	1	1
K08221	1	1	1	0	0	1	1	1	1	1
K08223	0	0	0	0	0	1	1	1	1	1
K08224	0	0	0	0	0	1	1	1	1	1
K08225	0	0	0	0	0	1	1	1	1	1
K08234	1	1	1	1	1	1	1	1	1	1
K08254	0	0	0	1	0	0	0	0	0	0
K08255	1	1	1	0	0	0	0	0	0	0
K08261	0	0	0	0	0	1	1	1	1	1
K08264	0	0	0	1	0	0	0	0	0	0
K08265	0	1	1	1	0	0	0	0	0	0
K08281	1	1	1	1	1	1	1	1	1	1
K08282	0	0	0	0	0	1	1	1	0	1
K08295	0	0	0	0	0	0	0	1	0	1
K08296	0	0	0	0	0	1	1	1	1	1
K08297	0	1	0	0	0	0	0	0	0	0
K08299	0	0	0	0	0	1	1	1	1	1
K08300	0	1	0	0	0	1	1	1	1	1
K08301	1	1	1	1	1	0	0	0	0	0
K08302	0	1	0	0	0	0	0	0	0	0
K08303	1	1	1	1	1	0	0	0	0	0
K08304	1	1	1	1	1	1	1	1	1	1
K08305	0	1	0	0	0	1	1	1	1	1
K08306	0	1	0	0	0	0	0	0	0	0
K08307	0	0	0	0	0	0	1	0	0	0
K08308	0	1	0	0	0	0	0	0	0	0
K08309	1	1	1	1	1	1	1	1	1	1
K08311	0	0	0	0	0	1	1	1	1	1
K08313	0	0	0	1	0	0	0	0	0	0
K08314	1	1	1	0	1	0	0	0	0	0
K08316	1	1	1	1	1	1	1	1	1	1
K08317	1	1	1	1	1	0	0	0	0	0
K08319	0	0	0	0	0	1	1	1	1	1
K08320	1	0	1	0	0	1	1	1	1	1
K08326	0	1	0	0	0	0	0	0	0	0
K08344	0	0	0	0	0	1	1	1	1	1
K08348	0	1	0	0	0	0	0	0	0	0
K08351	0	0	0	0	0	0	0	1	0	1
K08352	0	0	0	0	0	1	1	1	1	1
K08355	0	1	1	1	0	0	0	0	0	0
K08363	0	1	0	0	0	0	0	0	0	0
K08364	1	1	0	0	0	0	0	0	0	0
K08365	0	1	0	1	0	1	1	1	1	1
K08369	0	0	0	0	0	1	1	1	1	1
K08372	1	1	1	1	1	0	0	0	0	0
K08482	0	0	0	0	0	1	1	1	1	1
K08483	1	1	1	1	1	1	1	1	1	1
K08484	0	0	0	0	0	1	1	1	1	1
K08591	1	1	1	1	1	1	1	1	1	1
K08602	1	1	1	1	1	1	1	1	1	1
K08640	0	0	0	0	0	1	1	1	1	1
K08641	0	0	0	0	0	1	1	1	1	1
K08646	0	0	0	0	0	0	0	1	0	0
K08651	1	1	1	1	1	1	0	0	0	0
K08678	0	0	0	0	0	1	1	1	1	1
K08679	1	1	1	1	1	1	1	1	1	1
K08680	1	1	1	1	1	0	0	0	0	0
K08681	1	1	1	1	1	0	0	0	0	0
K08683	0	0	0	0	0	1	1	1	1	1
K08693	0	1	0	0	0	0	0	0	0	0
K08713	0	1	0	1	1	1	1	1	1	0
K08717	0	1	0	0	0	0	0	0	0	0
K08720	0	0	0	0	0	1	1	0	1	1
K08722	1	1	1	1	1	0	0	0	0	0
K08723	1	1	1	1	1	0	1	0	0	0
K08724	1	1	1	1	1	0	0	0	0	0
K08726	0	0	0	0	0	1	1	1	1	1
K08738	0	0	0	0	0	1	1	1	1	1
K08744	1	1	1	1	1	1	1	1	1	1
K08758	0	0	0	1	0	0	0	0	0	0
K08869	0	0	0	1	0	0	0	0	0	0
K08884	0	0	0	0	0	1	0	0	1	0
K08963	1	1	1	1	1	0	0	0	0	0
K08964	1	1	1	1	1	0	0	0	0	0
K08965	1	1	1	1	1	0	0	0	0	0
K08966	1	1	1	1	1	0	0	0	0	0
K08967	1	1	1	1	1	0	0	0	0	0
K08968	1	1	1	1	1	0	0	0	0	0
K08969	1	1	1	1	1	0	0	0	0	0
K08970	0	0	0	0	0	1	1	1	1	1
K08973	0	0	0	0	0	1	1	1	1	1
K08974	1	1	1	1	1	0	0	0	0	0
K08976	1	1	1	1	1	0	0	0	0	0
K08977	1	1	1	1	1	0	0	0	0	0
K08978	0	0	0	0	0	1	1	1	0	1
K08981	1	1	1	1	1	0	0	0	0	0
K08984	1	1	1	1	1	0	0	0	0	0
K08987	1	1	1	0	1	0	0	0	0	0
K08989	1	1	1	1	1	0	1	0	0	0
K08990	0	0	0	0	0	1	1	1	1	1
K08992	0	0	0	0	0	1	1	1	1	1
K08995	0	0	0	0	0	0	1	1	0	1
K08997	1	1	1	1	1	1	1	1	1	1
K08998	1	1	1	1	1	1	1	1	1	1
K09001	0	0	0	0	0	1	1	1	1	1
K09003	0	0	0	0	0	1	1	1	1	1
K09004	0	0	0	0	0	0	1	0	0	0
K09005	0	0	0	0	0	1	1	1	1	1
K09007	1	1	1	1	1	0	0	0	0	0
K09008	0	0	0	0	0	1	1	1	1	1
K09012	0	1	0	0	0	1	1	1	1	1
K09013	1	1	1	1	1	1	1	1	1	1
K09014	1	1	1	1	1	1	1	1	1	1
K09015	1	1	1	1	1	1	1	1	1	1
K09017	1	1	1	1	1	1	1	1	1	1
K09020	1	1	1	1	1	1	1	1	1	1
K09022	0	0	0	0	0	1	1	1	1	1
K09023	0	0	0	0	0	0	0	1	0	0
K09024	0	0	0	0	0	1	1	1	1	1
K09027	0	0	0	0	0	0	1	1	1	0
K09117	1	1	1	1	1	1	1	1	1	1
K09123	0	0	0	0	0	1	1	1	1	0
K09125	1	1	1	1	1	1	1	1	1	1
K09131	0	0	0	0	0	1	1	1	1	1
K09133	0	0	0	0	0	0	0	0	0	1
K09136	0	1	0	0	0	0	0	0	0	0
K09137	0	0	0	0	0	1	0	0	0	0
K09143	0	0	0	0	0	0	0	1	0	1
K09144	0	1	0	0	0	0	1	1	1	1
K09145	1	1	1	1	1	0	0	0	0	0
K09159	0	0	0	0	0	1	1	1	1	1
K09160	0	0	0	0	0	1	1	1	1	1
K09167	1	1	1	1	1	0	0	0	0	0
K09384	1	1	0	1	1	0	0	0	0	0
K09386	0	0	0	0	0	1	1	1	1	1
K09456	0	0	0	0	0	1	1	1	1	1
K09457	1	1	1	1	1	1	1	1	1	1
K09458	1	1	1	1	1	1	1	1	1	1
K09461	0	1	0	0	0	0	0	1	1	0
K09470	0	0	0	0	0	1	1	1	1	1
K09471	1	1	1	1	1	1	1	1	1	1
K09472	0	0	0	0	0	1	1	1	1	1
K09474	0	0	0	0	0	1	1	1	1	1
K09475	0	1	0	0	0	0	0	0	0	0
K09525	0	0	0	0	0	0	0	1	0	0
K09607	1	1	1	1	1	0	0	0	0	0
K09628	0	0	0	0	0	0	1	0	0	1
K09645	0	0	0	0	0	0	0	1	1	1
K09666	0	0	0	0	0	0	0	1	0	0
K09667	1	1	1	1	1	1	1	1	1	1
K09681	0	0	0	0	0	1	1	1	1	1
K09682	1	1	1	1	1	0	0	0	0	0
K09684	0	0	0	0	0	0	0	1	1	1
K09685	1	1	1	1	1	0	0	0	0	0
K09690	0	0	0	0	0	1	0	1	1	0
K09691	0	0	0	0	0	1	0	1	1	1
K09692	1	1	1	1	1	0	0	0	0	0
K09693	1	1	1	1	1	0	0	0	0	0
K09694	0	0	0	0	0	1	1	1	1	1
K09695	0	0	0	0	0	1	1	1	1	1
K09696	1	0	0	0	0	0	0	0	0	0
K09698	1	1	1	1	1	0	0	0	0	0
K09699	0	0	0	0	0	1	1	1	1	1
K09701	0	0	0	0	0	1	1	1	1	1
K09702	1	1	1	1	1	1	1	1	1	1
K09703	0	0	0	0	0	1	1	1	1	1
K09705	0	0	0	0	0	1	1	1	1	1
K09710	1	1	1	1	1	1	1	1	1	1
K09747	1	1	1	1	1	1	1	1	1	1
K09748	1	1	1	1	1	1	1	1	1	1
K09753	0	0	0	0	0	0	1	0	1	0
K09759	0	0	0	0	0	1	0	0	0	0
K09760	0	0	0	0	0	1	1	1	1	1
K09761	1	1	1	1	1	1	1	1	1	1
K09762	1	1	1	1	1	0	0	0	0	0
K09763	1	1	1	1	1	0	0	0	0	1
K09766	1	1	1	1	1	0	0	0	0	0
K09767	1	1	1	1	1	0	0	0	0	0
K09768	0	0	0	0	0	1	1	1	1	1
K09769	1	1	1	1	1	1	1	1	1	1
K09770	1	1	1	1	1	0	0	0	0	0
K09771	0	0	0	0	0	1	1	1	1	1
K09772	1	1	1	1	1	0	0	0	0	0
K09773	1	1	1	1	1	1	1	1	1	1
K09774	0	0	0	0	0	1	1	1	1	1
K09775	1	1	1	1	1	0	0	0	0	0
K09780	0	0	0	0	0	1	1	1	1	1
K09781	0	0	0	0	0	1	1	1	1	1
K09786	0	0	0	0	0	1	1	1	1	1
K09787	1	1	1	1	1	0	0	0	0	0
K09791	0	0	0	0	0	1	1	1	1	1
K09793	1	1	1	1	1	0	0	0	0	0
K09794	0	0	0	0	0	1	1	1	1	1
K09795	0	0	0	0	0	1	1	1	1	1
K09796	0	0	0	0	0	1	1	1	1	1
K09798	0	0	0	0	0	1	1	1	1	1
K09799	0	0	0	0	0	1	1	1	1	1
K09800	0	0	0	1	0	1	1	1	1	1
K09803	0	0	0	0	0	1	1	0	0	0
K09806	0	0	0	0	0	1	1	1	1	1
K09807	1	1	1	1	1	1	1	1	1	1
K09808	1	1	1	1	1	1	1	1	1	1
K09810	1	0	1	1	1	1	1	1	1	1
K09811	1	1	1	1	1	1	1	1	1	1
K09812	1	1	1	1	1	1	1	1	1	1
K09813	1	1	1	1	1	0	0	0	0	0
K09815	1	1	1	1	1	1	1	1	1	1
K09816	1	1	1	1	1	1	1	1	1	1
K09817	1	1	1	1	1	1	1	1	1	1
K09823	0	0	0	0	0	1	1	1	1	1
K09825	1	1	1	1	1	0	0	0	0	0
K09826	0	0	0	0	0	1	1	1	1	1
K09835	1	1	1	1	1	0	0	0	0	0
K09857	0	1	0	0	0	0	0	0	0	0
K09862	0	0	0	0	0	1	1	1	1	1
K09882	0	0	0	0	0	1	1	1	1	1
K09883	0	0	0	0	0	1	1	1	1	1
K09888	1	1	1	1	1	1	1	1	1	1
K09893	0	1	0	0	0	0	0	0	0	0
K09897	0	1	0	0	0	0	0	0	0	0
K09898	0	1	0	0	0	0	0	0	0	0
K09903	1	1	1	1	1	1	1	1	1	1
K09910	0	1	0	0	0	0	0	0	0	0
K09912	0	1	0	0	0	0	0	0	0	0
K09919	0	0	0	0	0	1	1	1	1	1
K09922	0	0	0	0	0	1	1	1	1	1
K09924	0	0	0	0	0	1	1	1	1	1
K09926	0	0	0	0	0	1	1	1	1	1
K09927	0	0	0	0	0	1	1	1	1	1
K09928	0	0	0	0	0	1	1	1	1	1
K09929	0	0	0	0	0	0	0	0	0	1
K09930	0	0	0	0	0	1	0	0	0	1
K09936	1	1	1	1	1	1	1	1	1	1
K09942	1	1	1	1	1	0	0	0	0	0
K09945	0	0	0	0	0	1	1	1	1	1
K09946	0	0	0	0	0	1	1	1	1	1
K09947	0	0	0	0	0	1	1	1	1	1
K09948	0	0	0	0	0	1	1	1	1	1
K09949	0	0	0	0	0	1	1	1	1	1
K09950	0	0	0	0	0	1	1	1	1	1
K09951	0	0	0	1	1	0	0	0	0	0
K09955	0	0	0	0	0	1	1	1	1	1
K09956	0	0	0	0	0	1	1	1	1	1
K09958	0	0	0	0	0	1	1	1	1	1
K09959	1	1	1	1	1	1	1	1	1	1
K09960	0	0	0	0	0	1	0	0	0	0
K09961	0	1	0	0	0	1	0	0	0	1
K09962	1	1	1	1	0	0	0	1	1	0
K09963	1	1	1	1	1	0	0	0	0	0
K09964	0	0	0	0	0	0	0	0	0	1
K09967	0	0	0	0	0	1	1	1	1	1
K09969	0	0	0	0	0	1	1	1	1	1
K09970	0	0	0	0	0	1	1	1	1	1
K09971	0	0	0	0	0	1	1	1	1	1
K09972	0	0	0	0	0	1	1	1	1	1
K09973	0	0	0	0	0	1	1	1	1	1
K09975	0	0	0	0	0	1	1	1	1	1
K09976	1	1	1	1	1	0	0	0	0	0
K09979	0	1	0	0	0	0	0	0	0	0
K09980	0	0	0	0	0	0	1	0	0	0
K09982	0	0	0	0	0	1	1	1	1	1
K09983	0	0	0	0	0	1	1	1	1	1
K09984	0	0	0	0	0	1	1	0	1	1
K09985	0	0	0	0	0	1	1	1	1	1
K09986	0	0	0	0	0	1	1	1	1	1
K09987	0	0	0	0	0	1	1	1	1	1
K09988	0	0	0	0	0	1	1	1	1	1
K09991	0	0	0	0	0	1	1	1	1	1
K09992	0	0	0	0	0	1	1	1	1	1
K09994	1	1	1	1	1	1	1	1	1	1
K10001	0	0	0	0	0	0	0	1	0	1
K10002	0	1	0	0	0	0	0	0	0	0
K10003	0	1	0	0	0	0	0	0	0	0
K10009	1	1	1	1	1	1	1	1	1	1
K10010	0	0	0	0	0	1	1	1	1	1
K10012	0	0	0	0	0	1	1	1	1	1
K10018	0	0	0	0	0	1	1	1	1	1
K10019	0	0	0	0	0	1	1	1	1	1
K10020	0	0	0	0	0	1	1	1	1	1
K10021	0	0	0	0	0	1	1	1	1	1
K10022	0	0	0	0	0	1	1	1	1	1
K10023	0	0	0	0	0	1	1	1	1	1
K10026	1	1	1	1	1	1	1	1	1	1
K10027	1	1	1	1	1	0	0	0	0	0
K10036	0	0	0	0	0	0	0	0	0	1
K10037	0	0	0	0	0	0	0	0	0	1
K10039	0	0	0	0	0	1	1	1	1	1
K10111	0	0	0	0	0	1	1	1	1	1
K10112	1	1	1	1	1	1	1	1	1	1
K10117	0	1	1	1	0	1	1	1	1	1
K10118	0	1	1	1	0	1	1	1	1	1
K10119	0	1	1	1	0	1	1	1	1	1
K10120	0	0	0	0	0	1	1	1	1	1
K10125	0	0	0	0	0	1	1	1	1	1
K10126	0	0	0	0	0	1	1	1	1	1
K10133	0	0	0	0	0	1	1	0	1	0
K10188	0	0	0	0	0	1	1	1	1	1
K10189	0	0	0	0	0	1	1	1	1	1
K10190	0	0	0	0	0	1	1	1	1	1
K10191	0	0	0	0	0	1	1	1	1	1
K10192	0	0	0	0	0	1	1	1	1	1
K10193	0	0	0	0	0	1	1	1	1	1
K10208	1	1	1	1	1	0	0	0	0	0
K10209	1	1	1	1	1	0	0	0	0	0
K10210	1	1	1	1	1	0	0	0	0	0
K10213	0	0	0	0	0	1	1	1	1	1
K10218	0	0	0	0	0	1	1	1	1	1
K10220	0	0	0	0	0	0	1	0	0	0
K10221	0	0	0	0	0	1	1	1	1	0
K10227	0	0	0	0	0	1	1	1	1	1
K10228	0	0	0	0	0	1	1	1	1	1
K10229	0	0	0	0	0	1	1	1	1	1
K10231	0	1	0	1	1	0	0	0	0	0
K10232	0	0	0	0	0	1	1	1	1	1
K10233	0	0	0	0	0	1	1	1	1	1
K10234	0	0	0	0	0	1	1	1	1	1
K10235	0	0	0	0	0	1	1	1	1	1
K10236	0	0	0	0	0	1	1	1	1	1
K10237	0	0	0	0	0	1	1	1	1	1
K10238	0	0	0	0	0	0	1	0	1	0
K10240	1	1	1	1	1	0	0	0	0	0
K10241	1	1	1	1	1	0	0	0	0	0
K10242	1	1	1	1	1	0	0	0	0	0
K10255	1	1	1	1	1	1	1	1	1	1
K10300	0	0	0	0	0	0	0	0	0	1
K10398	0	0	0	0	0	1	1	1	1	1
K10421	1	0	0	0	1	0	0	0	0	0
K10439	1	1	1	0	0	1	1	1	1	1
K10440	1	1	1	0	0	1	1	1	1	1
K10441	1	1	1	0	0	1	1	1	1	1
K10533	0	0	0	0	0	1	0	0	1	1
K10535	0	0	0	0	0	1	0	0	0	0
K10537	0	0	0	0	0	1	1	1	1	1
K10538	0	0	0	0	0	1	1	1	1	1
K10539	0	0	0	0	0	1	1	1	1	1
K10543	0	0	0	0	0	1	1	1	1	1
K10544	0	0	0	0	0	1	1	1	1	1
K10545	0	0	0	0	0	1	1	1	1	1
K10546	0	0	0	0	0	1	1	1	1	1
K10547	0	0	0	0	0	1	1	1	1	1
K10548	0	0	0	0	0	1	1	1	1	1
K10552	0	0	0	0	0	1	1	1	1	1
K10553	0	0	0	0	0	1	1	1	1	1
K10554	0	0	0	0	0	1	1	1	1	1
K10559	0	0	0	0	0	1	1	1	1	1
K10560	0	0	0	0	0	1	1	1	1	1
K10561	0	0	0	0	0	1	1	1	1	1
K10562	0	0	0	0	0	1	1	1	1	1
K10563	1	1	1	1	1	1	1	1	1	1
K10564	0	0	0	0	0	1	1	1	1	1
K10565	0	0	0	0	0	1	1	1	1	1
K10676	0	0	0	0	0	0	1	1	0	1
K10677	0	0	0	0	0	1	0	1	1	0
K10679	1	1	1	1	1	0	0	0	0	0
K10680	1	1	1	1	1	1	1	1	1	1
K10709	0	0	0	0	0	0	0	0	0	1
K10716	1	1	1	1	1	1	1	0	1	1
K10718	1	0	1	1	0	0	0	0	0	0
K10742	0	0	0	0	0	1	1	1	0	1
K10747	0	0	0	0	0	1	1	1	1	1
K10762	0	1	0	0	0	0	0	0	0	0
K10763	0	0	0	0	0	1	1	1	1	1
K10764	0	0	0	0	0	1	1	1	1	1
K10773	1	1	1	1	1	0	1	1	1	1
K10777	0	0	0	0	0	1	1	1	1	1
K10778	0	0	0	0	0	1	1	1	1	1
K10798	0	0	0	0	0	1	0	0	0	1
K10804	1	1	1	1	1	1	1	1	1	1
K10805	0	0	0	0	0	1	1	1	1	1
K10806	0	0	0	0	0	1	1	1	1	1
K10820	0	0	0	0	0	1	1	1	1	1
K10823	1	1	1	1	1	0	0	1	0	0
K10829	0	0	0	0	0	1	1	1	1	1
K10831	0	0	0	0	0	1	1	1	1	1
K10834	0	0	0	0	0	1	1	1	1	1
K10841	0	0	0	0	0	0	0	0	0	1
K10843	0	0	0	0	0	0	0	0	0	1
K10857	0	1	0	0	0	1	1	0	1	0
K10907	1	1	1	1	1	1	1	1	1	1
K10914	1	1	1	1	1	1	1	1	1	1
K10917	1	1	1	1	1	0	0	0	0	0
K10937	0	0	0	1	0	0	0	0	0	0
K10947	1	1	1	1	1	1	1	1	1	1
K10979	0	0	0	0	0	1	1	1	1	1
K11003	0	0	0	1	0	1	1	1	1	1
K11004	0	0	0	1	0	1	1	1	1	1
K11005	0	0	0	0	0	1	1	1	1	1
K11016	0	0	0	0	0	1	0	0	0	1
K11022	1	1	1	1	1	0	0	0	0	0
K11062	1	1	1	1	1	1	1	1	1	0
K11063	1	0	1	1	0	0	0	0	0	0
K11065	1	1	1	1	1	0	0	0	0	0
K11066	0	1	0	0	0	1	1	1	1	1
K11068	1	1	1	1	1	1	1	1	1	1
K11069	1	1	1	1	1	0	0	1	1	1
K11070	1	1	1	1	1	1	1	1	1	1
K11071	1	1	1	1	1	1	1	1	1	1
K11072	1	1	1	1	1	0	1	1	0	1
K11073	0	0	0	0	0	1	1	1	1	1
K11074	0	0	0	0	0	1	1	1	1	1
K11075	0	0	0	0	0	1	1	1	1	1
K11076	0	0	0	0	0	1	1	1	1	1
K11077	0	0	0	0	0	1	0	0	1	1
K11078	0	0	0	0	0	1	0	0	1	1
K11079	0	0	0	0	0	1	0	0	1	1
K11080	0	0	0	0	0	1	0	0	1	1
K11081	0	1	0	0	0	0	0	0	0	0
K11082	0	1	0	0	0	0	0	0	0	0
K11083	0	1	0	0	0	0	0	0	0	0
K11084	0	1	0	0	0	0	0	0	0	0
K11085	0	1	0	0	0	1	1	1	1	1
K11103	0	0	0	0	0	1	1	1	1	1
K11105	1	1	1	1	1	1	1	1	1	1
K11107	0	1	0	0	0	0	0	0	0	0
K11127	0	0	0	0	0	1	1	1	1	1
K11144	1	1	1	1	1	0	0	0	0	0
K11145	1	1	1	1	1	0	0	0	0	0
K11150	0	0	0	0	0	0	0	1	1	1
K11153	0	0	0	0	0	1	1	1	1	1
K11162	0	0	0	0	0	0	1	1	1	1
K11163	0	0	1	0	0	1	1	1	1	1
K11175	1	1	1	1	1	0	1	1	1	0
K11177	0	0	0	0	0	1	1	1	1	0
K11178	0	0	0	0	0	1	1	1	1	0
K11183	0	1	0	0	0	0	0	0	0	0
K11206	0	0	0	0	0	1	1	1	1	1
K11208	0	0	0	0	0	1	1	1	1	1
K11209	0	0	0	0	0	1	1	1	1	1
K11210	1	1	1	0	0	0	0	0	0	0
K11211	0	1	0	0	0	0	0	0	0	0
K11212	1	1	1	1	1	0	0	0	0	0
K11249	0	1	0	0	0	0	0	1	0	0
K11263	0	0	0	0	0	0	0	0	0	1
K11265	0	0	0	0	0	0	0	0	0	1
K11352	0	0	0	0	0	1	1	1	1	1
K11354	0	0	0	0	0	1	1	1	1	1
K11355	0	0	0	0	0	1	1	1	1	1
K11357	0	0	0	0	0	1	1	1	1	1
K11381	0	0	0	0	0	0	1	0	0	1
K11383	1	1	1	1	1	1	1	1	1	1
K11407	0	0	0	0	0	1	1	1	1	1
K11438	0	0	0	0	0	1	0	0	0	0
K11443	0	0	0	0	0	1	1	1	1	1
K11472	0	0	0	0	0	1	1	1	1	1
K11473	1	1	1	0	0	1	1	1	1	1
K11475	0	0	0	0	0	0	1	0	0	0
K11477	0	0	0	0	0	0	1	1	0	1
K11527	0	0	0	1	0	1	0	0	0	0
K11529	0	0	0	0	0	1	1	1	1	1
K11530	1	1	1	1	1	1	1	1	1	1
K11531	0	0	0	0	0	1	1	0	0	0
K11534	0	1	0	0	0	1	1	1	1	1
K11535	0	1	0	0	0	0	0	0	0	0
K11604	0	1	0	0	0	1	1	0	0	0
K11605	0	0	0	0	0	1	1	0	0	0
K11606	0	0	0	0	0	1	1	0	0	0
K11607	0	0	0	0	0	1	1	0	0	0
K11617	1	1	1	1	1	0	0	0	0	0
K11618	1	1	1	1	1	1	1	1	1	1
K11619	1	1	1	1	1	0	0	0	0	0
K11620	1	1	1	1	1	0	0	0	0	0
K11621	1	1	1	1	1	0	0	0	0	0
K11622	1	1	1	1	1	0	0	0	0	0
K11624	0	0	0	0	0	1	1	1	1	1
