ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K02687	1	1	1	1	1	1	1	1	1	1
K02688	1	1	1	1	1	0	0	0	0	0
K02757	1	1	1	1	1	0	0	0	0	0
K02759	1	1	1	1	1	0	0	0	0	0
K02760	1	1	1	1	1	0	0	0	0	0
K02761	1	1	1	1	1	0	0	0	0	0
K02768	1	0	1	0	0	0	0	0	0	0
K02770	1	1	1	1	1	0	0	0	0	0
K02773	1	1	1	1	1	0	0	0	0	0
K02775	0	1	0	0	0	0	0	0	0	0
K02777	1	1	1	1	1	0	0	0	0	0
K02784	1	1	1	1	1	1	1	1	1	1
K02786	1	1	1	1	1	0	0	0	0	0
K02791	1	1	1	0	1	0	0	0	0	0
K02793	0	0	0	0	0	1	1	1	1	1
K02798	1	1	1	0	1	0	0	0	0	0
K02800	1	1	1	0	1	0	0	0	0	0
K02804	1	1	1	1	1	0	0	0	0	0
K02805	0	0	0	0	0	0	1	0	0	1
K02806	0	1	0	0	0	1	1	1	1	1
K02810	1	1	1	1	1	0	0	0	0	0
K02819	1	1	1	1	1	0	0	0	0	0
K02821	0	1	0	0	0	0	0	0	0	0
K02822	0	1	1	0	0	0	0	0	0	0
K02823	1	1	1	1	1	0	0	0	0	0
K02824	1	1	1	1	1	0	0	0	0	0
K02825	1	1	1	1	1	0	0	0	0	0
K02827	1	1	1	1	1	0	0	0	0	0
K02828	1	1	1	1	1	0	0	0	0	0
K02829	1	1	1	1	1	0	0	0	0	0
K02834	1	1	1	1	1	1	1	1	1	1
K02835	1	1	1	1	1	1	1	1	1	1
K02836	1	1	1	1	1	1	1	1	1	1
K02837	1	1	1	1	1	1	1	1	1	1
K02838	1	1	1	1	1	1	1	1	1	1
K02843	0	1	0	0	0	0	0	0	0	0
K02847	0	0	0	0	0	1	1	1	1	1
K02848	0	1	0	0	0	0	0	0	0	0
K02849	0	1	0	0	0	0	0	0	0	0
K02851	1	1	1	1	1	0	0	0	0	0
K02852	0	1	0	0	0	0	0	0	0	0
K02853	0	1	0	0	0	0	0	0	0	0
K02859	1	1	1	1	1	0	0	0	0	0
K02860	1	1	1	1	1	1	1	1	1	1
K02862	1	1	1	1	1	0	0	0	0	0
K02863	1	1	1	1	1	1	1	1	1	1
K02864	1	1	1	1	1	1	1	1	1	1
K02867	1	1	1	1	1	1	1	1	1	1
K02871	1	1	1	1	1	1	1	1	1	1
K02874	1	1	1	1	1	1	1	1	1	1
K02876	1	1	1	1	1	1	1	1	1	1
K02878	1	1	1	1	1	1	1	1	1	1
K02879	1	1	1	1	1	1	1	1	1	1
K02881	1	1	1	1	1	1	1	1	1	1
K02884	1	1	1	1	1	1	1	1	1	1
K02886	1	1	1	1	1	1	1	1	1	1
K02887	1	1	1	1	1	1	1	1	1	1
K02888	1	1	1	1	1	1	1	1	1	1
K02890	1	1	1	1	1	1	1	1	1	1
K02892	1	1	1	1	1	1	0	0	1	1
K02895	1	1	1	1	1	1	1	1	1	1
K02897	1	1	1	1	1	1	1	1	1	1
K02899	1	1	1	1	1	1	1	1	1	1
K02902	1	0	0	1	0	1	1	1	1	1
K02904	0	0	0	0	0	1	1	1	1	1
K02906	1	1	1	1	1	1	1	1	1	1
K02907	1	1	1	1	1	1	1	1	1	1
K02909	1	1	1	1	1	1	1	1	1	1
K02911	0	1	1	0	1	1	1	1	1	1
K02913	1	1	1	1	1	1	1	1	1	1
K02914	1	1	1	0	1	1	1	0	0	0
K02916	1	1	1	1	1	1	1	1	1	1
K02919	0	0	0	0	0	1	0	0	0	1
K02926	1	1	1	1	1	1	1	1	1	1
K02931	1	1	1	1	1	1	1	1	1	1
K02933	1	1	1	1	1	1	1	1	1	1
K02935	1	1	1	1	1	1	1	1	1	1
K02939	1	1	1	1	1	1	1	1	1	1
K02945	1	1	1	1	1	1	1	1	1	1
K02946	1	1	1	1	1	1	1	1	1	1
K02948	1	1	1	1	1	1	1	1	1	1
K02950	1	1	1	1	1	1	1	1	1	1
K02952	1	1	1	1	1	1	1	1	1	1
K02954	1	1	1	1	1	1	1	1	1	1
K02956	1	1	1	1	1	1	1	1	1	1
K02959	1	1	1	1	1	1	1	1	1	1
K02961	1	1	1	1	1	1	1	1	1	1
K02963	1	1	1	1	1	1	1	1	1	1
K02965	1	1	1	1	1	1	1	1	1	1
K02967	1	1	1	1	1	1	1	1	1	1
K02968	1	1	1	1	1	1	1	1	1	1
K02970	1	1	1	1	1	1	1	1	1	1
K02982	1	1	1	1	1	1	1	1	1	1
K02986	1	1	1	1	1	1	1	1	1	1
K02988	1	1	1	1	1	1	1	1	1	1
K02990	1	1	1	1	1	1	1	1	1	1
K02992	1	1	1	1	1	1	1	1	1	1
K02994	1	1	1	1	1	1	1	1	1	1
K02996	1	1	1	1	1	1	1	1	1	1
K03040	1	1	1	1	1	1	1	1	1	1
K03043	1	1	1	1	1	0	0	0	0	0
K03046	1	1	1	1	1	1	1	1	1	1
K03048	1	1	1	1	1	0	0	0	0	0
K03060	1	1	1	1	1	1	1	1	1	1
K03070	1	1	1	1	1	1	1	1	1	1
K03071	0	0	0	0	1	1	1	1	1	1
K03072	0	0	1	0	1	1	1	1	1	0
K03073	1	1	1	1	1	1	1	1	1	1
K03074	1	1	1	1	1	0	0	0	0	0
K03075	1	1	1	1	1	1	1	1	1	1
K03076	1	1	1	1	1	1	1	1	1	1
K03077	0	0	1	0	1	0	0	0	0	0
K03079	0	0	0	0	0	1	1	1	1	1
K03086	1	1	1	1	1	1	1	1	1	1
K03088	1	1	1	1	1	1	1	1	1	1
K03089	0	0	0	0	0	1	1	1	1	1
K03090	1	1	1	1	1	0	0	0	0	0
K03091	1	1	1	1	1	0	0	0	0	0
K03092	1	1	1	1	1	1	1	1	1	1
K03098	0	0	0	0	0	1	1	0	0	0
K03100	1	1	1	1	1	1	1	1	1	1
K03101	1	1	1	1	1	1	1	1	1	1
K03106	1	1	1	1	1	1	1	1	1	1
K03110	1	1	1	1	1	1	1	1	1	1
K03111	1	1	1	1	1	1	1	1	1	1
K03112	0	1	0	0	0	0	0	0	0	0
K03116	1	0	1	0	1	1	1	1	1	1
K03117	0	0	0	0	0	1	1	1	1	1
K03118	1	1	1	1	1	1	1	1	1	1
K03147	0	1	0	0	0	0	1	1	1	1
K03148	1	1	1	1	0	0	0	0	0	0
K03149	0	1	0	0	0	0	0	1	1	1
K03153	1	1	1	1	1	1	1	1	1	1
K03154	0	0	0	0	0	0	0	1	1	1
K03163	0	0	0	1	0	0	0	0	0	0
K03168	1	1	1	1	1	1	1	1	1	1
K03169	1	1	1	1	1	0	0	0	0	0
K03177	1	1	1	1	1	1	1	1	1	1
K03179	0	0	0	0	0	1	1	1	1	1
K03183	1	1	1	1	1	1	1	1	1	1
K03185	0	0	0	0	0	1	1	1	1	1
K03186	0	0	0	0	0	1	1	1	0	1
K03187	0	1	0	0	0	1	1	1	1	1
K03188	0	0	0	0	0	1	1	1	1	1
K03189	0	0	0	0	0	1	1	1	1	1
K03190	0	0	0	0	0	1	1	1	1	1
K03192	0	0	0	0	0	0	1	1	1	1
K03194	0	0	0	0	0	1	1	1	1	1
K03195	0	1	0	0	0	1	1	0	1	1
K03196	0	1	0	0	0	1	1	0	1	1
K03197	0	0	0	0	0	1	1	0	1	1
K03198	0	0	0	0	0	1	1	0	1	1
K03199	0	1	0	0	0	1	1	0	1	1
K03200	0	1	0	0	0	1	1	0	1	1
K03201	0	0	0	0	0	1	1	0	1	1
K03202	0	0	0	0	0	1	0	0	1	1
K03203	0	1	0	0	0	1	1	0	1	1
K03204	0	1	0	0	0	1	1	0	1	1
K03205	0	0	1	1	1	1	1	1	1	1
K03208	1	1	1	1	1	1	0	0	0	0
K03210	1	1	1	1	1	1	1	1	1	1
K03215	1	1	1	1	1	1	1	1	1	1
K03216	1	1	1	1	1	1	1	1	1	1
K03217	1	1	1	1	1	1	1	1	1	1
K03218	1	1	1	1	1	1	1	1	1	1
K03219	0	1	0	0	0	0	0	0	0	0
K03224	0	1	0	0	0	0	0	0	0	0
K03269	0	0	0	0	0	1	1	1	1	1
K03271	0	0	0	0	0	0	0	1	0	0
K03273	0	0	0	0	0	0	0	1	0	0
K03276	0	0	0	0	0	1	1	1	1	1
K03279	0	0	0	1	0	1	1	1	1	1
K03281	0	0	0	0	1	1	1	1	1	1
K03282	1	1	1	1	1	1	1	1	1	1
K03284	1	1	1	1	1	1	1	1	1	1
K03286	0	0	0	0	0	1	1	1	1	1
K03291	0	0	0	0	0	1	1	1	1	1
K03293	1	1	1	1	1	0	0	0	0	0
K03294	0	0	0	0	0	1	1	1	1	1
K03296	1	1	1	1	1	1	1	1	1	1
K03297	0	0	0	0	0	1	1	1	1	1
K03298	0	0	0	1	1	1	1	1	1	1
K03303	1	1	1	1	1	0	0	0	0	0
K03304	0	0	0	0	0	1	0	0	0	0
K03305	1	1	1	1	1	0	0	0	0	0
K03306	0	0	0	0	0	1	1	1	1	1
K03307	1	1	1	1	1	1	1	1	1	1
K03308	1	1	1	1	1	0	0	0	0	0
K03309	1	1	1	1	1	0	0	0	0	0
K03310	1	1	1	1	1	0	0	0	0	0
K03311	1	1	1	1	1	0	0	0	0	0
K03312	0	0	1	0	0	0	0	0	0	0
K03313	0	0	0	0	0	1	0	0	1	0
K03315	1	1	1	1	1	0	0	0	0	0
K03317	1	1	1	1	1	0	0	0	0	0
K03319	0	1	0	0	0	0	0	0	0	0
K03320	1	1	1	1	1	1	1	1	1	1
K03321	1	1	1	1	1	1	1	1	1	1
K03322	0	0	0	0	0	1	1	1	1	1
K03324	1	1	1	1	1	1	1	1	1	1
K03325	0	1	0	0	0	0	0	0	0	0
K03326	0	1	0	0	0	0	0	0	0	0
K03327	1	1	1	1	1	1	1	1	1	1
K03328	1	1	1	1	1	1	1	1	1	1
K03331	0	0	0	0	0	1	1	1	1	1
K03332	0	0	0	0	0	0	0	1	0	0
K03333	0	0	0	0	0	0	0	1	0	0
K03335	0	1	0	0	0	1	1	1	1	1
K03336	0	0	0	0	0	1	1	1	1	1
K03337	0	1	0	0	0	1	1	1	1	1
K03338	0	0	0	0	0	1	1	1	1	1
K03339	1	1	1	1	1	0	0	0	0	0
K03340	0	1	0	0	0	0	0	0	0	0
K03342	0	0	0	0	0	1	1	1	1	1
K03346	1	1	1	1	1	0	0	0	0	0
K03366	0	0	0	0	0	1	1	1	1	1
K03381	0	0	0	0	0	0	0	0	0	1
K03382	0	0	0	0	0	1	1	1	1	1
K03383	0	0	0	0	0	1	1	1	1	1
K03387	1	1	1	1	1	0	0	0	0	0
K03392	0	0	0	0	0	0	0	0	1	0
K03395	0	0	0	0	0	0	0	1	0	0
K03396	0	0	0	0	0	1	1	1	1	1
K03400	0	0	0	0	0	0	0	0	1	0
K03402	1	1	1	1	1	0	0	0	0	0
K03406	1	1	1	1	1	1	1	1	1	1
K03407	1	1	1	1	1	1	1	1	1	1
K03408	1	1	1	1	1	1	1	1	1	1
K03410	1	1	1	1	1	0	0	0	0	0
K03411	1	1	1	1	1	1	1	1	1	1
K03412	0	0	0	0	0	1	1	1	1	1
K03413	1	1	1	1	1	1	1	1	1	1
K03415	1	1	1	1	1	0	0	0	0	0
K03417	0	0	0	0	0	1	1	1	1	1
K03418	0	0	0	0	0	0	0	1	0	0
K03424	1	1	1	1	1	1	1	1	1	1
K03426	0	1	0	0	0	1	1	1	1	1
K03427	1	1	1	1	1	0	1	1	0	0
K03430	1	0	0	0	0	0	0	0	0	0
K03431	1	1	1	1	1	1	1	1	1	1
K03435	0	0	0	0	0	1	1	1	1	1
K03436	1	1	1	1	1	1	1	1	1	1
K03437	1	1	1	1	1	1	1	1	1	1
K03438	1	1	1	1	1	1	1	1	1	1
K03439	1	1	1	1	1	1	1	1	1	1
K03442	1	1	1	1	1	1	1	1	1	1
K03445	0	0	0	0	0	1	1	1	1	1
K03446	0	1	0	0	1	1	1	1	1	1
K03449	0	1	0	0	0	1	1	1	1	1
K03451	0	1	0	0	1	0	0	0	0	0
K03455	1	1	1	1	1	1	1	1	1	1
K03457	0	0	0	0	0	1	0	1	1	1
K03464	0	0	0	0	0	0	0	0	0	1
K03465	0	0	0	0	0	0	0	0	0	1
K03466	1	1	1	1	1	1	1	1	1	1
K03468	0	0	0	1	1	1	1	1	1	1
K03469	0	0	0	0	0	1	1	1	1	1
K03470	1	1	1	1	1	1	1	1	1	1
K03471	1	1	1	1	1	0	0	0	0	0
K03473	0	1	0	0	0	0	0	0	0	0
K03474	0	0	0	0	0	1	1	1	1	1
K03475	0	1	1	0	0	0	0	0	0	0
K03478	0	1	1	1	1	0	0	0	0	0
K03480	1	1	1	1	1	0	0	0	0	0
K03483	1	1	1	0	1	0	0	0	0	0
K03484	1	1	1	1	1	0	0	0	0	0
K03486	1	1	1	1	1	0	0	0	0	0
K03488	1	1	1	1	1	0	0	0	0	0
K03489	1	1	1	1	1	0	0	0	0	0
K03491	1	0	1	0	0	0	0	0	0	0
K03492	1	1	1	0	1	0	0	0	0	0
K03495	1	1	1	1	1	1	1	1	1	1
K03496	0	1	1	1	1	1	1	1	1	1
K03497	1	1	1	1	1	1	1	1	1	1
K03498	1	1	1	1	1	0	0	0	0	0
K03499	1	1	1	1	1	0	0	0	0	0
K03500	1	1	1	1	1	1	1	1	1	1
K03501	1	1	1	1	1	1	1	1	1	1
K03502	1	1	1	1	1	0	0	0	0	0
K03517	1	1	1	1	1	1	1	1	1	1
K03518	0	1	0	0	0	0	1	0	0	1
K03519	0	0	0	0	0	0	1	0	0	1
K03520	0	0	0	0	0	0	0	0	0	1
K03521	1	1	1	1	1	1	1	1	1	1
K03522	1	1	1	1	1	1	1	1	1	1
K03523	1	1	1	1	1	1	1	1	1	1
K03524	1	1	1	1	1	1	1	1	1	1
K03525	1	1	1	1	1	0	0	0	0	0
K03526	1	1	1	1	1	1	1	1	1	1
K03527	1	1	1	1	1	1	1	1	1	1
K03528	0	1	0	0	0	0	0	0	0	0
K03529	1	1	1	1	1	1	1	1	1	1
K03530	1	1	1	1	1	1	1	1	1	1
K03531	1	1	1	1	1	1	1	1	1	1
K03534	0	0	0	0	0	1	0	1	1	1
K03536	1	1	1	1	1	1	1	0	0	0
K03543	0	0	0	0	0	1	1	1	1	1
K03544	1	1	1	1	1	1	1	1	1	1
K03545	1	1	1	1	1	1	1	1	1	1
K03546	1	1	1	1	1	1	1	1	1	1
K03547	1	1	1	1	1	1	1	1	1	1
K03548	1	1	1	1	1	1	1	1	1	1
K03549	0	0	0	0	0	1	1	1	1	1
K03550	1	1	1	1	1	1	1	1	1	1
K03551	1	1	1	1	1	1	1	1	1	1
K03553	1	1	1	1	1	1	1	1	1	1
K03555	1	1	1	1	1	1	1	1	1	1
K03556	0	0	0	0	0	1	1	0	1	1
K03557	0	0	0	0	0	0	0	0	0	1
K03558	1	1	1	1	1	1	1	1	1	1
K03560	0	0	0	0	0	1	1	1	1	1
K03562	0	0	0	0	0	1	1	1	1	1
K03563	1	1	1	1	1	0	0	0	0	0
K03564	1	1	1	1	1	1	1	1	1	1
K03565	1	1	1	1	1	1	1	1	1	1
K03566	0	1	0	0	0	1	1	1	1	1
K03568	0	1	0	0	0	1	1	1	1	1
K03569	1	1	1	1	1	0	0	0	0	0
K03570	1	1	1	1	1	0	0	0	0	0
K03571	1	1	1	1	1	0	0	0	0	0
K03572	1	1	1	1	1	1	1	1	1	1
K03573	0	1	0	0	0	0	0	0	0	0
K03574	1	1	1	1	1	1	1	1	1	1
K03575	1	1	1	1	1	1	1	1	1	1
K03576	0	1	0	0	0	0	0	0	0	0
K03577	0	0	0	0	0	1	1	1	1	1
K03579	0	1	0	0	0	1	1	1	1	1
K03580	0	1	0	0	0	0	1	0	0	0
K03581	1	1	1	1	1	1	1	1	1	1
K03583	0	1	0	0	0	0	0	0	0	0
K03584	1	1	1	1	1	1	1	1	1	1
K03585	0	0	0	0	0	1	1	1	1	1
K03587	0	0	0	0	0	1	1	1	1	1
K03588	1	1	1	1	1	1	1	1	1	1
K03589	1	1	1	1	1	1	1	1	1	1
K03590	1	1	1	1	1	1	1	1	1	1
K03592	0	0	0	0	0	1	1	1	1	1
K03593	1	1	1	1	1	1	1	1	1	1
K03594	0	0	0	0	0	1	1	1	1	1
K03595	1	1	1	1	1	1	1	1	1	1
K03596	1	1	1	1	1	1	1	1	1	1
K03597	1	0	0	0	0	0	0	0	0	0
K03599	0	0	0	0	0	1	1	1	1	1
K03601	1	1	1	1	1	1	1	1	1	1
K03602	1	1	1	1	1	1	1	1	1	1
K03604	1	1	1	1	1	1	1	1	1	1
K03607	0	0	0	0	0	1	1	1	1	1
K03608	0	0	0	0	0	1	1	1	1	0
K03609	1	1	1	1	1	1	1	1	1	1
K03610	1	1	1	1	1	1	1	1	1	1
K03611	1	1	1	1	1	1	1	1	1	1
K03616	0	0	0	0	0	1	0	1	1	0
K03620	0	0	0	0	0	1	1	1	1	1
K03621	1	1	1	1	1	1	1	1	1	1
K03623	0	0	0	0	1	0	0	0	0	0
K03624	1	1	1	1	1	1	1	1	1	1
K03625	1	1	1	1	1	1	1	1	1	1
K03628	1	1	1	1	1	1	1	1	1	1
K03629	1	1	1	1	1	1	1	1	1	1
K03630	1	1	1	1	1	1	1	1	1	1
K03631	1	1	1	1	1	1	1	1	1	1
K03633	0	1	0	0	0	0	0	0	0	0
K03634	0	0	0	0	0	1	1	1	1	1
K03635	0	0	0	1	0	1	1	1	1	1
K03636	0	1	0	0	0	1	1	1	1	1
K03637	1	1	1	1	0	1	1	1	1	1
K03638	0	1	1	1	0	1	1	1	1	1
K03639	0	1	1	1	0	1	1	1	1	1
K03640	0	0	0	0	0	1	1	1	1	1
K03641	0	0	0	0	0	1	1	1	1	1
K03642	0	0	0	0	0	1	1	1	1	1
K03643	0	0	0	0	0	1	1	1	1	1
K03644	1	1	1	1	1	1	1	1	1	1
K03646	1	1	1	1	1	0	0	1	1	1
K03647	0	0	0	0	0	1	1	1	1	1
K03648	1	1	1	1	1	1	1	1	1	1
K03649	0	0	0	0	0	1	1	1	1	1
K03650	1	1	1	1	1	1	1	1	1	1
K03651	0	1	0	0	0	1	1	1	1	1
K03652	1	1	1	1	1	1	1	1	1	1
K03654	1	1	1	1	1	1	1	1	1	1
K03655	1	1	1	1	1	1	1	1	1	1
K03656	0	1	0	0	0	0	0	0	0	0
K03657	1	1	1	1	1	1	1	1	1	1
K03658	0	1	0	0	0	0	0	0	0	0
K03664	1	1	1	1	1	1	1	1	1	1
K03665	1	1	1	1	1	1	1	1	1	1
K03666	1	1	1	1	1	1	1	1	1	1
K03667	1	1	1	1	1	1	1	1	1	1
K03671	1	1	1	1	1	1	1	1	1	1
K03672	0	0	0	0	0	1	0	0	0	0
K03673	1	1	1	1	1	1	1	1	1	1
K03675	0	0	0	0	0	0	0	1	1	1
K03676	0	0	0	0	0	1	1	1	1	1
K03684	0	0	0	0	0	1	1	1	1	1
K03685	1	1	1	1	1	1	1	1	1	1
K03686	1	1	1	1	1	1	1	1	1	1
K03687	1	1	1	1	1	1	1	1	1	1
K03688	0	1	1	1	1	1	1	1	1	1
K03693	1	1	1	1	1	0	0	0	0	0
K03694	0	0	0	0	0	1	1	1	1	1
K03695	1	1	1	1	1	1	1	1	1	1
K03696	1	1	1	1	1	0	0	1	0	1
K03698	1	1	1	1	1	0	0	0	0	0
K03699	1	1	1	1	1	1	1	1	1	1
K03700	1	1	1	1	1	0	0	0	0	0
K03701	1	1	1	1	1	1	1	1	1	1
K03702	1	1	1	1	1	1	1	1	1	1
K03703	1	1	1	1	1	1	1	1	1	1
K03704	1	1	1	1	1	1	1	1	1	1
K03705	1	1	1	1	1	1	1	1	1	1
K03706	1	1	1	1	1	0	0	0	0	0
K03707	1	1	1	1	1	1	1	1	1	1
K03708	1	1	1	1	1	0	0	0	0	0
K03709	1	1	1	1	1	0	0	0	0	0
K03710	1	1	1	1	1	0	0	0	1	0
K03711	1	1	1	1	1	1	1	1	1	1
K03712	1	1	1	1	1	0	1	0	0	0
K03713	1	1	1	1	1	0	0	0	0	0
K03717	0	1	0	0	0	0	0	0	0	0
K03718	0	1	0	0	0	1	1	1	1	1
K03719	1	1	1	1	1	1	1	1	1	1
K03720	1	1	1	1	1	0	0	0	0	0
K03722	1	1	1	1	1	0	0	0	0	0
K03723	1	1	1	1	1	1	1	1	1	1
K03724	0	0	0	0	0	1	1	1	1	1
K03726	0	0	0	0	0	1	0	0	0	0
K03732	0	1	0	0	0	0	0	0	0	0
K03733	1	1	1	1	1	1	1	1	1	1
K03734	0	1	0	0	0	1	1	0	0	0
K03735	0	0	0	0	0	1	1	1	1	1
K03736	0	0	0	0	0	1	1	1	1	1
K03741	0	0	0	1	1	0	0	1	1	1
K03742	1	1	1	1	1	1	1	1	1	1
K03743	0	1	0	0	0	1	1	1	1	1
K03744	1	1	1	1	1	1	1	1	1	1
K03745	0	0	0	0	0	1	1	1	1	1
K03748	1	1	1	1	1	0	0	0	0	0
K03750	0	1	1	1	0	1	1	1	0	1
K03752	0	1	1	1	0	1	1	1	1	1
K03753	0	1	1	1	0	0	0	0	0	1
K03756	0	0	0	0	0	0	0	0	0	1
K03758	1	1	1	1	1	0	0	0	0	0
K03759	0	0	0	0	0	0	0	0	0	1
K03762	0	0	0	0	0	1	1	1	1	1
K03763	1	1	1	1	1	0	0	0	0	0
K03764	0	1	0	0	0	0	0	0	0	0
K03765	0	0	0	0	0	0	0	1	0	0
K03768	1	1	1	1	1	1	1	1	1	1
K03769	0	0	0	0	0	1	1	1	1	1
K03770	0	0	0	0	0	1	1	1	1	1
K03771	0	0	0	0	0	1	1	1	1	1
K03776	0	0	1	0	0	1	1	1	1	1
K03781	1	1	1	1	1	1	1	1	1	1
K03782	0	0	0	0	0	1	1	1	1	1
K03783	1	1	1	1	1	1	1	1	1	1
K03784	1	1	1	1	1	0	0	0	0	0
K03786	0	1	0	1	1	1	1	1	1	1
K03787	0	1	0	0	0	1	1	1	1	1
K03789	1	1	1	1	1	1	1	1	1	1
K03790	1	1	1	1	1	1	1	1	1	1
K03791	0	0	0	0	0	1	1	1	1	1
K03793	0	0	0	0	0	1	1	1	1	1
K03797	1	1	1	1	1	1	1	1	1	1
K03798	1	1	1	1	1	1	1	1	1	1
K03799	1	1	1	1	1	1	1	1	1	1
K03800	1	1	1	1	1	0	0	0	0	0
K03801	0	0	0	0	0	1	1	1	1	1
K03802	1	0	0	0	0	0	0	0	0	0
K03808	0	0	0	0	0	1	1	1	1	1
K03809	0	0	0	0	0	1	1	0	1	1
K03810	1	1	1	1	1	1	0	0	0	0
K03814	0	0	0	0	0	1	1	1	1	1
K03816	1	1	1	1	1	0	0	0	0	0
K03817	1	1	1	1	1	0	0	0	0	0
K03818	1	0	0	1	0	0	0	0	0	0
K03820	0	0	0	0	0	1	1	1	1	1
K03821	0	0	0	0	0	1	1	1	1	1
K03824	1	0	0	0	0	1	1	1	1	1
K03825	1	0	0	0	0	1	1	1	1	1
K03826	1	1	1	0	0	1	1	1	1	1
K03828	1	1	1	0	0	1	1	1	1	1
K03829	0	0	1	0	0	1	1	1	1	1
K03830	0	0	0	0	0	0	1	1	1	1
K03832	0	0	0	0	0	0	1	0	1	1
K03834	0	1	0	0	0	0	0	0	0	0
K03837	0	1	0	0	0	0	0	0	0	0
K03839	1	1	1	1	1	0	0	0	0	0
K03841	0	1	0	0	0	0	0	0	0	0
K03855	0	0	0	0	0	1	1	1	1	1
K03862	0	0	0	0	0	0	0	0	1	0
K03863	0	0	0	0	1	1	1	1	1	0
K03885	1	1	1	1	1	1	1	1	1	1
K03886	1	1	1	1	1	0	0	0	0	0
K03887	1	1	1	1	1	0	0	0	0	0
K03888	1	1	1	1	1	0	0	0	0	0
K03892	1	1	1	1	1	1	1	1	1	1
K03893	1	1	1	1	1	1	1	1	1	0
K03896	0	0	0	0	0	0	1	0	0	1
K03897	1	1	1	0	0	0	1	0	0	1
K03919	0	0	0	0	0	1	1	1	1	1
K03921	1	0	0	0	0	0	0	0	0	0
K03924	1	1	1	1	1	1	1	1	1	1
K03925	0	0	0	0	0	1	1	1	1	1
K03928	1	1	1	1	1	0	1	1	0	0
K03929	0	1	0	0	0	1	1	1	1	1
K03930	0	0	0	0	0	1	1	1	1	1
K03931	0	0	0	0	0	0	0	1	1	1
K03932	0	0	0	0	0	0	0	1	1	1
K03934	0	0	0	0	0	1	1	1	1	1
K03935	0	0	0	0	0	1	1	1	1	1
K03936	0	0	0	0	0	1	1	1	1	1
K03937	0	0	0	0	0	1	1	1	1	1
K03940	0	0	0	0	0	1	1	1	1	1
K03941	0	0	0	0	0	1	1	1	1	1
K03942	0	0	0	0	0	1	1	1	1	1
K03953	0	0	0	0	0	1	1	1	1	1
K03969	0	0	0	0	0	1	1	1	1	1
K03972	1	1	1	1	1	1	1	1	1	1
K03973	1	1	1	1	1	0	0	0	0	0
K03975	1	1	1	1	1	1	1	1	1	1
K03976	1	1	1	1	1	1	1	1	1	1
K03977	1	1	1	1	1	1	1	1	1	1
K03978	1	1	1	1	1	1	1	1	1	1
K03979	1	1	1	1	1	1	1	1	1	1
K03980	0	0	1	0	0	1	1	1	1	1
K03981	0	0	0	1	0	1	1	1	1	1
K04015	0	1	0	0	0	0	0	0	0	0
K04016	0	1	0	0	0	0	0	0	0	0
K04018	0	0	0	0	0	1	1	1	1	1
K04027	0	1	0	0	0	0	0	0	0	0
K04030	0	0	0	0	0	1	1	1	1	1
K04033	0	1	0	0	0	1	1	1	1	1
K04034	0	0	0	0	0	1	1	1	1	1
K04042	1	1	1	1	1	1	1	1	1	1
K04043	1	1	1	1	1	1	1	1	1	1
K04045	0	0	0	0	0	0	0	0	1	0
K04046	0	1	0	0	0	1	1	1	1	1
K04047	1	1	1	1	1	1	1	1	1	1
K04061	1	1	1	1	1	0	0	0	0	0
K04062	0	0	0	0	0	1	1	1	1	1
K04063	1	1	1	1	1	1	1	1	1	1
K04065	0	0	0	0	0	1	1	1	1	1
K04066	1	1	1	1	1	1	1	1	1	1
K04068	1	1	1	1	1	0	0	1	0	0
K04069	1	1	1	0	1	0	0	0	0	0
K04072	1	1	1	1	1	0	0	0	0	0
K04074	1	1	1	1	1	0	0	0	0	0
K04075	1	1	1	1	1	1	1	1	1	1
K04077	1	1	1	1	1	1	1	1	1	1
K04078	1	1	1	1	1	1	1	1	1	1
K04079	1	1	1	1	1	0	0	1	1	0
K04080	0	0	0	0	0	1	1	1	1	1
K04082	0	1	0	0	0	0	0	0	0	0
K04083	1	1	1	1	1	1	1	1	1	1
K04085	1	1	1	1	1	0	1	1	1	1
K04087	0	1	0	0	0	1	1	1	1	1
K04088	0	0	0	0	0	1	1	1	1	1
K04090	0	0	0	0	0	0	1	0	1	0
K04091	0	0	0	0	0	1	1	1	1	1
K04092	0	0	0	0	0	1	1	1	1	1
K04094	1	1	1	1	1	1	1	1	1	1
K04095	1	1	1	1	1	0	1	1	1	0
K04096	1	1	1	1	1	1	1	1	1	1
K04097	0	0	0	0	0	1	1	1	1	1
K04098	0	0	0	0	0	1	1	1	1	1
K04102	0	0	0	0	0	1	0	1	1	1
K04103	0	1	0	0	0	0	0	1	0	1
K04110	0	0	0	0	0	0	0	1	1	0
K04125	0	0	0	0	0	0	1	0	1	0
K04127	0	0	0	0	0	0	0	0	0	1
K04343	0	0	0	0	0	1	0	1	1	1
K04477	0	1	0	0	0	0	0	0	0	0
K04485	1	1	1	1	1	1	1	1	1	1
K04486	1	1	1	1	1	0	0	0	0	0
K04487	1	1	1	1	1	1	1	1	1	1
K04488	1	1	1	1	1	1	1	1	1	1
K04518	0	0	0	0	0	1	1	1	1	1
K04562	1	1	1	1	1	0	0	0	0	0
K04564	1	1	1	1	1	1	1	1	1	1
