ID	DJ	GIC31	RW1	RW2	Rleg
COG2969	1	0	0	0	0
COG2971	0	0	0	0	1
COG2972	0	1	0	1	0
COG2974	1	0	0	0	0
COG2975	1	0	0	0	0
COG2976	1	0	0	0	0
COG2977	1	0	0	0	0
COG2979	1	0	0	0	1
COG2980	1	0	0	0	0
COG2981	1	0	0	0	1
COG2982	1	0	0	0	1
COG2983	1	0	0	0	1
COG2984	0	0	0	0	1
COG2986	1	0	0	0	1
COG2987	1	0	0	0	1
COG2989	1	0	0	0	1
COG2991	1	0	0	0	0
COG2993	1	0	0	0	1
COG2995	1	0	0	0	1
COG2996	1	1	0	1	0
COG2998	1	0	0	0	0
COG2999	0	0	0	0	1
COG3000	1	0	0	0	0
COG3002	1	0	0	0	0
COG3004	1	0	0	0	0
COG3008	1	0	0	0	0
COG3009	1	0	0	0	0
COG3010	0	1	0	1	0
COG3011	0	1	0	1	1
COG3012	1	0	0	0	0
COG3013	1	0	0	0	0
COG3016	1	0	0	0	0
COG3017	1	0	0	0	0
COG3019	1	0	0	0	1
COG3021	0	0	0	0	1
COG3022	1	0	0	0	0
COG3023	1	0	0	0	1
COG3024	1	0	0	0	1
COG3025	1	0	0	0	1
COG3026	1	0	0	0	0
COG3027	1	1	0	1	1
COG3028	1	0	0	0	0
COG3030	1	0	0	0	1
COG3031	1	0	0	0	0
COG3034	1	0	0	0	1
COG3036	1	0	0	0	0
COG3037	0	0	0	1	0
COG3038	1	0	0	0	1
COG3039	1	0	0	0	1
COG3040	1	0	0	0	0
COG3041	1	0	0	0	0
COG3045	1	0	0	0	1
COG3046	0	1	0	1	0
COG3047	1	0	0	0	1
COG3049	0	1	0	1	0
COG3052	1	0	0	0	0
COG3056	1	0	0	0	0
COG3058	1	0	0	0	0
COG3061	1	0	0	0	1
COG3064	1	0	0	0	1
COG3070	0	0	0	0	1
COG3071	1	0	0	0	0
COG3073	1	0	0	0	0
COG3074	0	0	0	0	1
COG3077	1	0	0	0	0
COG3079	1	0	0	0	0
COG3081	1	0	0	0	0
COG3086	1	0	0	0	0
COG3087	1	0	0	0	0
COG3088	1	0	0	0	1
COG3089	1	0	0	0	0
COG3090	1	0	0	0	1
COG3091	1	0	0	0	0
COG3093	1	0	0	0	0
COG3098	1	0	0	0	0
COG3100	1	0	0	0	0
COG3103	1	1	0	1	0
COG3104	0	1	0	1	0
COG3105	1	0	0	0	0
COG3106	0	0	0	0	1
COG3107	1	0	0	0	0
COG3108	0	0	0	0	1
COG3109	0	0	0	0	1
COG3111	1	0	0	0	1
COG3113	1	0	0	0	1
COG3114	1	0	0	0	1
COG3115	1	0	0	0	0
COG3116	1	0	0	0	0
COG3117	1	0	0	0	0
COG3119	0	0	0	0	1
COG3122	1	0	0	0	0
COG3123	1	0	0	0	0
COG3124	1	0	0	0	0
COG3125	0	1	0	1	1
COG3126	1	0	0	0	0
COG3127	1	1	0	1	1
COG3128	1	0	0	0	0
COG3129	1	0	0	0	0
COG3130	1	0	0	0	0
COG3131	1	0	0	0	0
COG3132	1	0	0	0	0
COG3133	1	0	0	0	0
COG3134	0	0	0	0	1
COG3135	1	0	0	0	1
COG3138	1	0	0	0	0
COG3139	1	0	0	0	0
COG3142	0	1	0	1	1
COG3143	1	0	0	0	0
COG3144	1	1	0	1	1
COG3145	1	0	0	0	1
COG3146	1	0	0	0	1
COG3147	1	0	0	0	1
COG3148	1	0	0	0	0
COG3150	1	0	0	0	0
COG3151	1	0	0	0	0
COG3153	1	1	0	1	1
COG3155	1	0	0	0	0
COG3156	1	0	0	0	0
COG3157	1	0	0	0	0
COG3158	1	0	0	0	1
COG3159	1	0	0	0	0
COG3160	1	0	0	0	0
COG3161	1	0	0	0	0
COG3162	1	1	0	1	0
COG3164	1	0	0	0	1
COG3165	1	0	0	0	0
COG3166	1	0	0	0	0
COG3167	1	0	0	1	0
COG3168	1	0	0	0	0
COG3169	1	0	0	0	1
COG3170	1	0	0	0	0
COG3171	1	0	0	0	0
COG3173	0	1	0	1	1
COG3174	1	0	0	0	1
COG3175	1	0	0	0	1
COG3176	1	0	0	0	1
COG3177	1	1	0	1	1
COG3178	1	0	0	0	1
COG3179	0	0	0	0	1
COG3180	1	0	0	0	1
COG3181	1	0	0	0	1
COG3182	1	0	0	0	0
COG3183	0	1	0	1	0
COG3184	1	0	0	0	1
COG3185	1	1	0	1	1
COG3186	1	1	0	1	1
COG3190	1	1	0	1	1
COG3191	0	0	0	0	1
COG3193	1	0	0	0	1
COG3194	1	0	0	0	1
COG3195	1	0	0	0	1
COG3197	1	0	0	0	1
COG3198	1	0	0	0	0
COG3199	1	0	0	0	0
COG3200	0	0	0	0	1
COG3202	1	0	1	0	1
COG3204	1	0	0	0	0
COG3205	1	0	0	0	0
COG3206	1	1	0	1	1
COG3208	1	0	0	0	0
COG3211	1	0	0	0	0
COG3212	1	0	0	0	0
COG3214	0	0	1	0	1
COG3215	1	0	0	0	0
COG3216	1	0	0	0	1
COG3217	0	0	0	0	1
COG3218	1	0	0	0	1
COG3221	1	0	0	0	1
COG3222	1	0	0	0	0
COG3223	1	0	0	0	0
COG3224	1	0	0	0	0
COG3225	1	0	0	0	0
COG3226	1	1	1	1	1
COG3227	0	1	0	1	0
COG3228	1	0	0	0	0
COG3230	0	0	0	0	1
COG3231	0	0	0	0	1
COG3232	0	0	0	0	1
COG3233	1	0	0	0	0
COG3235	1	0	0	0	0
COG3237	1	1	0	1	1
COG3238	0	1	0	1	1
COG3239	0	1	0	1	1
COG3242	1	0	0	0	0
COG3243	1	0	0	0	1
COG3245	1	0	0	0	0
COG3246	0	0	0	0	1
COG3247	0	1	0	1	1
COG3249	1	0	0	0	0
COG3250	0	0	0	0	1
COG3251	1	0	0	0	1
COG3253	0	1	0	1	0
COG3254	1	0	0	0	1
COG3255	1	0	0	0	0
COG3257	0	0	0	0	1
COG3260	0	0	0	0	1
COG3261	1	0	0	0	0
COG3262	0	0	0	0	1
COG3263	1	1	0	1	1
COG3264	1	1	0	1	1
COG3265	1	0	1	0	1
COG3266	1	0	0	0	0
COG3267	1	0	0	0	0
COG3268	0	1	0	1	1
COG3271	1	0	0	0	0
COG3272	1	0	0	0	0
COG3274	1	0	0	0	0
COG3275	0	1	0	1	0
COG3278	1	0	0	0	1
COG3279	1	1	0	1	1
COG3280	1	0	0	0	1
COG3281	1	0	0	0	1
COG3283	1	0	0	0	0
COG3284	1	0	0	0	1
COG3285	0	0	0	0	1
COG3288	1	0	0	0	1
COG3293	1	0	0	0	1
COG3295	1	0	0	0	0
COG3296	1	0	0	0	0
COG3300	1	1	0	1	1
COG3303	0	0	0	0	1
COG3304	0	0	0	0	1
COG3306	1	0	0	0	1
COG3307	1	1	1	0	1
COG3308	1	0	0	0	0
COG3311	1	0	1	0	1
COG3312	1	0	0	0	0
COG3313	1	0	0	0	0
COG3314	0	1	0	1	0
COG3315	0	0	0	0	1
COG3316	0	0	0	0	1
COG3317	1	0	0	0	0
COG3318	1	0	0	0	1
COG3320	1	1	0	1	1
COG3322	0	1	0	1	1
COG3323	1	1	0	1	0
COG3324	1	1	1	1	1
COG3326	0	1	0	1	1
COG3329	0	1	0	1	0
COG3330	0	1	0	1	0
COG3331	0	1	0	1	0
COG3332	1	0	0	0	0
COG3333	1	0	0	0	1
COG3334	0	1	0	1	1
COG3335	1	0	0	0	1
COG3336	1	1	0	1	0
COG3339	1	1	0	1	1
COG3340	0	1	0	1	0
COG3342	0	0	0	0	1
COG3343	0	1	0	1	0
COG3344	1	0	0	1	0
COG3345	1	0	0	1	0
COG3346	1	0	0	0	1
COG3347	0	0	0	0	1
COG3350	1	0	0	0	1
COG3355	0	1	0	1	1
COG3359	0	1	0	1	0
COG3360	1	0	0	0	0
COG3375	0	1	0	1	0
COG3380	1	1	0	1	0
COG3382	0	0	0	0	1
COG3384	1	0	0	0	1
COG3385	1	0	0	0	1
COG3386	1	1	0	1	1
COG3387	1	0	0	0	1
COG3393	0	1	0	1	1
COG3394	1	0	0	1	0
COG3395	0	0	0	0	1
COG3402	0	1	0	1	0
COG3405	1	0	0	0	1
COG3408	1	0	0	0	1
COG3409	1	0	0	0	1
COG3410	0	1	0	0	0
COG3411	1	0	0	0	0
COG3412	0	1	0	1	1
COG3414	0	0	0	1	0
COG3415	1	0	0	0	1
COG3416	1	0	0	0	1
COG3417	1	0	0	0	0
COG3418	1	0	0	0	0
COG3419	1	0	0	0	0
COG3420	1	0	0	1	1
COG3422	0	0	0	0	1
COG3424	1	0	0	0	1
COG3426	0	1	0	1	0
COG3427	0	0	0	0	1
COG3428	0	1	1	1	0
COG3433	1	0	0	0	0
COG3434	0	1	0	1	0
COG3436	0	0	0	0	1
COG3437	1	0	0	0	1
COG3439	0	1	0	1	1
COG3440	0	0	0	1	0
COG3447	0	0	0	0	1
COG3448	1	1	0	1	1
COG3449	1	0	0	0	1
COG3450	1	0	0	0	1
COG3451	1	0	0	1	1
COG3452	0	0	0	0	1
COG3453	0	0	0	0	1
COG3454	0	0	0	0	1
COG3455	1	0	0	0	0
COG3456	1	0	0	0	0
COG3458	0	1	0	1	1
COG3459	0	0	0	0	1
COG3461	1	0	0	0	0
COG3464	1	1	0	0	1
COG3465	0	0	0	0	1
COG3467	1	0	0	0	1
COG3468	0	0	0	0	1
COG3471	1	0	0	0	0
COG3472	0	0	0	1	0
COG3473	0	0	0	0	1
COG3474	1	0	0	0	1
COG3480	0	1	0	1	0
COG3481	1	1	0	1	0
COG3482	0	0	0	0	1
COG3483	0	1	0	1	0
COG3485	1	0	0	0	1
COG3486	1	1	0	1	1
COG3487	1	0	0	0	1
COG3488	1	0	0	0	1
COG3489	1	0	0	0	1
COG3490	1	0	0	0	1
COG3491	0	0	0	0	1
COG3492	1	0	0	0	1
COG3494	0	0	0	0	1
COG3495	1	0	0	0	1
COG3496	0	0	0	0	1
COG3497	1	0	0	0	0
COG3498	1	0	0	0	0
COG3499	1	0	0	0	0
COG3500	1	0	0	0	0
COG3501	1	0	0	0	0
COG3502	0	1	0	1	1
COG3503	0	0	0	0	1
COG3504	1	0	0	0	1
COG3505	1	0	0	1	1
COG3506	0	1	0	1	1
COG3507	0	0	0	1	1
COG3508	1	0	0	0	1
COG3509	1	0	0	0	1
COG3510	1	0	0	0	0
COG3511	0	0	0	0	1
COG3514	1	0	0	0	1
COG3515	1	0	0	0	0
COG3516	1	0	0	0	0
COG3517	1	0	0	0	0
COG3518	1	0	0	0	0
COG3519	1	0	0	0	0
COG3520	1	0	0	0	0
COG3521	1	0	0	0	0
COG3522	1	0	0	0	0
COG3523	1	0	0	0	0
COG3525	0	0	0	0	1
COG3529	1	0	0	0	0
COG3531	1	0	0	0	1
COG3533	0	0	0	0	1
COG3534	1	0	0	1	1
COG3535	0	0	0	0	1
COG3536	1	0	0	0	1
COG3540	1	0	0	0	0
COG3541	0	0	0	0	1
COG3542	0	0	0	0	1
COG3544	0	1	0	1	1
COG3545	1	0	0	0	1
COG3546	1	1	0	0	0
COG3547	1	0	0	0	1
COG3549	1	0	0	0	0
COG3550	1	0	0	0	1
COG3553	1	0	0	0	1
COG3555	1	0	0	0	0
COG3557	0	1	0	1	0
COG3558	0	0	0	0	1
COG3559	0	1	0	1	0
COG3561	1	0	0	0	0
COG3564	1	1	0	1	1
COG3568	1	1	0	1	1
COG3569	0	0	1	0	1
COG3570	0	0	0	0	1
COG3571	0	1	0	1	1
COG3572	0	0	0	0	1
COG3573	1	0	0	0	0
COG3575	0	1	0	1	1
COG3576	0	0	0	0	1
COG3577	0	0	0	0	1
COG3584	0	1	0	1	0
COG3585	1	0	0	0	0
COG3587	1	0	0	0	0
COG3588	0	0	0	0	1
COG3589	0	1	0	1	0
COG3593	0	0	0	1	0
COG3594	0	1	0	1	0
COG3595	0	1	0	1	0
COG3596	0	1	1	1	0
COG3597	0	1	0	1	0
COG3599	0	1	0	1	0
COG3601	0	1	0	1	0
COG3603	1	0	0	0	0
COG3604	1	0	0	0	1
COG3605	1	0	0	0	1
COG3607	0	0	0	0	1
COG3608	0	0	0	0	1
COG3609	1	0	0	0	1
COG3611	0	1	0	1	0
COG3613	1	0	0	0	1
COG3614	1	0	0	0	0
COG3616	0	0	1	0	1
COG3617	1	0	0	0	0
COG3618	1	0	0	0	1
COG3619	0	0	0	0	1
COG3620	1	1	0	1	1
COG3622	1	0	0	0	1
COG3624	0	0	0	0	1
COG3625	0	0	0	0	1
COG3626	0	0	0	0	1
COG3627	0	0	0	0	1
COG3628	1	0	0	0	0
COG3629	1	0	0	0	1
COG3631	1	0	0	0	1
COG3636	1	0	0	0	0
COG3637	0	0	0	0	1
COG3638	1	0	0	0	1
COG3639	1	0	0	0	1
COG3640	1	0	0	0	0
COG3641	0	1	0	1	0
COG3642	1	0	0	0	0
COG3646	1	0	0	0	0
COG3647	1	1	0	1	0
COG3649	1	0	0	0	0
COG3650	1	0	0	0	0
COG3652	1	0	0	0	1
COG3654	0	0	0	0	1
COG3655	1	1	0	1	0
COG3656	1	0	0	0	1
COG3657	1	0	0	0	0
COG3658	1	0	0	0	1
COG3660	1	0	0	0	0
COG3663	0	0	0	0	1
COG3664	0	0	0	0	1
COG3665	0	0	0	0	1
COG3666	0	1	0	1	1
COG3667	1	0	0	0	0
COG3668	1	0	0	0	1
COG3669	0	0	0	0	1
COG3672	0	0	0	0	1
COG3673	0	0	0	0	1
COG3677	1	0	0	0	1
COG3678	1	0	0	0	0
COG3679	0	1	0	1	0
COG3682	0	1	0	0	0
COG3683	0	0	0	0	1
COG3685	1	0	0	0	1
COG3688	0	1	0	1	0
COG3693	0	0	0	0	1
COG3694	0	0	0	1	0
COG3695	0	0	1	0	0
COG3696	1	0	0	0	0
COG3698	0	0	0	0	1
COG3701	1	0	0	0	1
COG3702	0	0	0	0	1
COG3703	1	0	0	0	1
COG3704	0	0	0	0	1
COG3705	1	1	0	1	1
COG3706	1	1	1	1	1
COG3707	1	0	0	0	1
COG3708	0	1	0	1	1
COG3709	1	0	0	0	1
COG3710	0	0	0	0	1
COG3711	0	1	0	1	0
COG3712	1	0	0	0	0
COG3713	0	0	0	0	1
COG3717	0	0	0	0	1
COG3718	1	0	0	0	1
COG3719	1	0	0	0	1
COG3720	0	0	0	0	1
COG3725	1	0	0	0	0
COG3726	1	0	0	0	0
COG3729	1	0	0	0	0
COG3733	0	0	0	0	1
COG3734	1	0	0	0	1
COG3735	0	0	0	0	1
COG3736	0	0	0	0	1
COG3737	0	0	0	0	1
COG3739	0	1	0	1	0
COG3741	1	0	0	0	1
COG3742	0	0	0	0	1
COG3743	0	0	0	0	1
COG3744	1	0	0	0	0
COG3745	0	0	0	0	1
COG3748	1	0	0	0	1
COG3749	1	0	0	0	1
COG3750	0	0	0	0	1
COG3751	1	0	0	0	0
COG3753	0	0	0	0	1
COG3754	0	0	1	0	1
COG3755	1	0	0	0	1
COG3757	0	0	0	0	1
COG3758	0	0	0	0	1
COG3759	0	1	1	1	0
COG3760	0	0	0	0	1
COG3761	0	0	0	0	1
COG3762	1	0	0	0	0
COG3763	0	1	0	1	0
COG3764	0	1	0	1	1
COG3766	0	1	0	1	0
COG3768	0	0	0	0	1
COG3770	0	0	0	0	1
COG3773	0	0	0	0	1
COG3776	1	0	0	0	0
COG3781	1	0	0	0	0
COG3782	1	0	0	0	0
COG3784	1	0	0	0	0
COG3785	0	0	0	0	1
COG3786	0	0	0	0	1
COG3790	1	0	0	0	0
COG3791	1	0	0	0	1
COG3793	1	0	0	0	1
COG3794	0	0	0	0	1
COG3795	0	1	0	1	1
COG3797	0	0	0	0	1
COG3798	0	0	0	0	1
COG3800	0	0	0	0	1
COG3801	0	0	0	0	1
COG3802	1	0	0	0	1
COG3803	0	0	0	0	1
COG3804	0	0	0	0	1
COG3806	0	0	0	0	1
COG3807	0	0	0	1	1
COG3808	0	0	0	0	1
COG3811	0	0	0	0	1
COG3812	0	0	0	0	1
COG3813	0	0	0	0	1
COG3814	0	0	0	0	1
COG3816	1	0	0	0	1
COG3820	0	0	0	0	1
COG3821	1	0	0	0	1
COG3822	0	0	0	0	1
COG3823	1	0	0	0	1
COG3824	0	0	0	0	1
COG3825	1	0	0	0	0
COG3827	0	0	0	0	1
COG3828	0	0	0	0	1
COG3829	1	1	0	1	1
COG3830	1	0	0	0	0
COG3831	0	0	0	0	1
COG3832	0	1	1	1	1
COG3833	0	1	0	1	0
COG3835	1	0	0	0	0
COG3836	1	0	1	0	1
COG3837	1	0	0	0	1
COG3838	1	0	0	0	1
COG3839	1	1	0	1	1
COG3842	1	1	0	1	1
COG3843	1	0	0	0	0
COG3844	0	1	0	1	0
COG3845	0	1	1	1	1
COG3846	1	0	0	0	1
COG3847	0	0	0	0	1
COG3848	0	1	0	1	0
COG3852	1	0	0	0	1
COG3853	0	1	0	1	0
COG3857	0	1	0	1	0
COG3858	0	0	1	0	0
COG3859	0	1	0	1	0
COG3861	0	1	0	1	1
COG3865	0	1	0	1	1
COG3869	0	1	0	1	0
COG3870	0	1	0	1	0
COG3871	0	1	0	1	1
COG3872	0	1	0	1	0
COG3876	0	1	0	1	0
COG3878	0	1	0	0	0
COG3880	0	1	0	1	0
COG3883	1	0	0	1	0
COG3886	0	1	0	1	0
COG3887	0	1	0	1	0
COG3892	1	0	0	0	1
COG3893	0	0	0	0	1
COG3894	1	0	0	0	0
COG3896	0	0	0	0	1
COG3897	1	0	0	0	1
COG3898	0	0	0	0	1
COG3899	1	0	0	0	1
COG3900	0	0	0	0	1
COG3903	0	0	0	0	1
COG3904	0	0	0	0	1
COG3905	1	0	0	0	1
COG3906	0	1	0	1	0
COG3907	0	0	0	0	1
COG3908	0	0	0	0	1
COG3909	1	0	0	0	1
COG3910	0	1	0	1	0
COG3911	0	0	0	0	1
COG3913	1	0	0	0	0
COG3914	1	1	0	1	1
COG3916	0	0	0	0	1
COG3917	1	1	0	1	1
COG3918	0	0	0	0	1
COG3920	0	0	1	0	1
COG3921	1	0	0	0	1
COG3925	1	0	0	0	0
COG3930	1	0	0	0	0
COG3931	0	0	0	0	1
COG3932	0	0	0	0	1
COG3934	0	0	0	0	1
COG3935	0	1	0	1	1
COG3937	0	0	0	0	1
COG3938	0	0	0	0	1
COG3940	0	0	0	1	0
COG3943	1	0	0	0	0
COG3944	0	1	0	1	1
COG3946	1	0	0	0	1
COG3947	0	1	0	1	1
COG3948	1	0	0	0	0
COG3951	1	0	0	0	1
COG3956	1	1	1	1	1
COG3957	1	0	1	0	1
COG3958	0	0	0	0	1
COG3959	0	0	0	0	1
COG3960	1	0	0	0	0
COG3961	0	0	0	0	1
COG3962	1	0	0	0	1
COG3963	0	0	0	0	1
COG3964	0	0	0	0	1
COG3965	0	0	0	1	1
COG3970	0	0	0	0	1
COG3971	1	0	1	0	1
COG3972	1	0	0	0	0
COG3973	1	0	0	1	0
COG3975	1	0	0	0	0
COG3976	1	0	0	0	0
COG3981	0	1	0	1	1
COG4032	0	0	0	0	1
COG4063	0	1	0	0	0
COG4067	1	0	0	0	0
COG4086	0	1	0	1	0
COG4088	0	1	0	1	1
COG4093	0	0	0	0	1
COG4094	0	0	0	0	1
COG4097	1	0	0	0	0
COG4098	0	1	0	1	0
COG4099	0	0	0	0	1
COG4100	0	1	0	1	0
COG4101	0	0	0	0	1
COG4102	0	0	0	0	1
COG4103	0	0	0	0	1
COG4105	1	0	0	0	1
COG4106	1	1	0	1	1
COG4107	0	0	0	0	1
COG4108	1	1	0	1	1
COG4109	0	1	0	1	0
COG4111	0	0	0	0	1
COG4114	0	0	0	0	1
COG4115	1	0	0	0	0
COG4116	0	1	0	1	0
COG4117	0	0	0	0	1
COG4118	1	0	0	0	1
COG4119	0	0	0	0	1
COG4120	0	0	0	0	1
COG4121	1	0	0	0	1
COG4122	1	1	0	1	1
COG4123	1	1	0	1	1
COG4124	0	0	0	0	1
COG4126	0	0	0	0	1
COG4127	1	0	0	1	0
COG4129	0	1	0	1	0
COG4130	1	0	0	0	1
COG4132	0	0	0	0	1
COG4133	1	1	0	1	1
COG4134	0	1	0	1	1
COG4135	0	1	0	1	0
COG4137	1	0	0	0	0
COG4146	0	1	0	1	0
COG4147	1	1	0	1	0
COG4148	1	0	0	0	1
COG4149	1	1	0	1	1
COG4152	0	1	0	1	1
COG4154	0	0	0	0	1
COG4160	0	0	0	0	1
COG4166	1	1	0	1	1
COG4172	1	0	0	0	1
COG4174	1	0	0	0	1
COG4175	0	0	0	0	1
COG4176	0	1	0	1	1
COG4177	1	0	0	0	1
COG4178	1	0	0	0	1
COG4181	1	0	0	0	1
COG4186	0	0	0	0	1
COG4188	1	0	0	0	1
COG4189	0	0	0	0	1
COG4190	1	0	0	0	0
COG4192	1	0	0	0	1
COG4193	0	1	0	1	0
COG4196	1	0	0	0	1
COG4198	0	1	0	1	0
COG4199	0	1	0	1	0
COG4206	1	0	0	0	1
COG4208	1	0	0	0	1
COG4213	0	0	1	0	1
COG4214	0	0	1	0	1
COG4215	0	0	0	0	1
COG4221	1	1	1	1	1
COG4222	1	0	0	0	1
COG4223	0	0	0	0	1
COG4224	0	1	0	1	0
COG4225	0	0	0	0	1
COG4226	1	0	0	0	1
COG4227	0	0	0	1	1
COG4229	1	0	0	0	0
COG4230	1	0	0	0	1
COG4233	1	0	0	0	1
COG4235	1	0	0	1	1
COG4237	0	0	0	0	1
COG4239	1	0	0	0	1
COG4241	1	0	0	0	1
COG4244	1	0	0	0	0
COG4246	0	0	0	0	1
COG4247	1	0	0	0	0
COG4249	0	0	0	1	1
COG4251	0	0	1	0	1
COG4252	0	0	0	0	1
COG4254	0	0	0	0	1
COG4256	0	0	0	0	1
COG4257	0	0	0	0	1
COG4261	0	1	0	1	1
COG4264	1	0	0	0	0
COG4266	1	0	0	0	0
COG4267	0	1	0	1	0
COG4270	0	1	1	1	0
COG4274	0	0	0	0	1
COG4275	0	0	0	0	1
COG4276	0	1	0	1	0
COG4277	0	0	0	0	1
COG4278	1	0	0	0	0
COG4280	0	0	0	0	1
COG4286	0	0	0	0	1
COG4289	0	0	0	0	1
COG4291	0	0	0	0	1
COG4292	0	0	0	0	1
COG4297	1	1	0	1	1
COG4298	0	0	0	0	1
COG4300	0	1	0	0	0
COG4301	1	0	0	0	0
COG4302	1	0	0	0	1
COG4303	1	0	0	0	1
COG4307	0	0	0	0	1
COG4308	0	0	0	0	1
COG4311	0	0	0	0	1
COG4312	0	0	0	0	1
COG4313	1	0	0	0	0
COG4314	0	0	0	1	0
COG4315	0	0	0	0	1
COG4317	0	1	0	1	1
COG4319	0	1	0	1	1
COG4320	0	1	0	1	1
COG4321	0	0	0	0	1
COG4324	1	0	0	0	0
COG4325	0	1	0	1	1
COG4326	0	1	0	1	0
COG4329	1	0	0	0	0
COG4332	0	0	0	0	1
COG4333	0	1	0	1	0
COG4335	0	1	0	1	1
COG4340	1	0	0	0	0
COG4347	0	1	0	1	0
COG4359	0	1	0	1	0
COG4362	0	1	0	1	0
COG4365	0	1	0	1	0
COG4385	1	0	0	0	0
COG4391	0	0	0	0	1
COG4392	0	1	0	1	0
COG4394	1	0	0	0	0
COG4395	1	0	0	0	1
COG4396	1	0	0	0	0
COG4399	0	1	0	1	0
COG4403	1	0	0	0	1
COG4412	0	1	0	1	0
COG4420	0	0	0	0	1
COG4423	0	0	0	0	1
COG4427	0	1	1	1	0
COG4430	0	0	0	0	1
COG4445	1	0	0	0	0
COG4446	0	1	0	1	1
COG4447	1	1	0	1	0
COG4448	0	0	0	0	1
COG4453	1	0	0	0	1
COG4454	0	0	0	0	1
COG4456	1	0	0	0	1
COG4457	1	0	0	0	0
COG4458	1	0	0	0	0
COG4461	1	0	0	0	1
COG4463	0	1	0	1	0
COG4464	0	1	0	1	0
COG4465	0	1	0	1	0
COG4466	0	1	0	1	0
COG4467	0	1	0	1	0
COG4468	0	0	0	1	0
COG4469	0	1	0	1	0
COG4470	0	1	0	1	0
COG4471	0	1	0	1	0
COG4472	0	1	0	1	0
COG4473	0	1	0	1	0
COG4474	0	1	0	1	0
COG4475	0	1	0	1	0
COG4476	0	1	0	1	0
COG4477	0	1	0	1	0
COG4481	0	1	0	1	0
COG4483	0	1	0	1	0
COG4493	0	1	0	1	0
COG4496	0	1	0	1	0
COG4506	0	1	0	1	0
COG4508	0	1	0	1	0
COG4517	1	0	0	0	0
COG4520	0	0	0	0	1
COG4521	0	0	0	0	1
COG4529	1	0	0	0	1
COG4530	0	0	0	0	1
COG4531	1	0	0	0	1
COG4533	0	1	0	1	0
COG4535	1	0	0	0	0
COG4536	1	0	0	0	1
COG4537	0	1	0	1	0
COG4540	1	0	0	0	0
COG4541	0	0	0	0	1
COG4544	0	0	0	0	1
COG4547	0	0	0	0	1
COG4549	0	0	1	0	1
COG4550	0	1	0	1	0
COG4551	0	0	0	0	1
COG4552	0	0	0	1	1
COG4553	0	0	0	0	1
COG4558	0	0	0	0	1
COG4559	0	0	0	0	1
COG4564	1	1	0	1	1
COG4565	0	1	0	1	1
COG4566	1	1	0	1	1
COG4567	1	0	0	0	1
COG4569	1	0	0	0	0
COG4571	0	0	0	0	1
COG4572	0	0	0	0	1
COG4573	0	0	0	0	1
COG4575	1	0	0	0	1
COG4580	1	0	0	0	0
COG4581	0	0	0	0	1
COG4583	0	0	0	0	1
COG4584	1	1	0	0	1
COG4585	1	1	0	1	1
COG4586	0	0	0	1	1
COG4587	0	0	0	1	0
COG4589	1	0	0	0	1
COG4590	1	0	0	0	0
COG4591	1	1	0	1	1
COG4594	1	0	0	0	0
COG4597	0	0	0	0	1
COG4598	0	0	0	0	1
COG4603	0	1	1	1	1
COG4604	0	1	0	1	0
COG4605	0	1	0	1	0
COG4606	0	1	0	1	0
COG4607	0	1	0	1	0
COG4608	1	1	0	1	1
COG4615	1	0	0	0	0
COG4618	1	0	0	0	1
COG4623	1	0	0	0	0
COG4627	0	0	0	0	1
COG4630	1	0	0	0	1
COG4631	1	0	0	0	1
COG4633	0	1	0	1	1
COG4634	0	0	0	0	1
COG4635	0	1	0	1	0
COG4637	1	0	0	0	0
COG4638	1	1	0	1	1
COG4639	1	0	0	0	0
COG4640	0	1	0	1	0
COG4641	1	1	1	1	1
COG4643	1	0	0	0	1
COG4645	0	0	0	0	1
COG4646	0	0	0	0	1
COG4647	1	0	0	0	0
COG4649	0	0	0	0	1
COG4650	1	0	0	0	0
COG4651	1	0	0	0	1
COG4654	1	0	0	0	0
COG4655	0	0	0	0	1
COG4656	1	0	0	0	0
COG4657	1	0	0	0	0
COG4658	1	0	0	0	0
COG4659	1	0	0	0	0
COG4660	1	0	0	0	0
COG4663	0	0	0	0	1
COG4664	0	0	0	0	1
COG4665	0	0	0	0	1
COG4668	1	1	0	1	0
COG4670	1	0	0	0	1
COG4671	0	0	0	0	1
COG4674	0	0	0	0	1
COG4679	1	0	0	0	1
COG4680	1	0	0	0	0
COG4681	1	0	1	0	0
COG4683	0	0	0	0	1
COG4689	0	0	0	0	1
COG4691	1	0	0	0	1
COG4692	0	0	0	0	1
COG4696	0	1	0	1	0
COG4700	1	0	0	0	0
COG4701	1	0	0	0	0
COG4702	1	0	0	0	1
COG4710	0	1	0	0	0
COG4714	0	0	0	0	1
COG4717	1	0	0	0	1
COG4720	0	1	0	1	0
COG4721	0	1	0	1	0
COG4726	1	0	0	0	0
COG4728	1	0	0	0	0
COG4731	1	0	0	0	1
COG4732	0	1	0	1	0
COG4736	1	0	0	0	1
COG4737	1	0	0	0	0
COG4742	0	0	0	0	1
COG4743	0	0	0	0	1
COG4744	1	0	0	0	0
COG4753	1	1	0	1	1
COG4757	0	0	0	0	1
COG4758	0	1	0	1	0
COG4760	0	1	0	1	0
COG4763	0	0	1	0	0
COG4764	0	0	0	0	1
COG4765	0	0	0	0	1
COG4766	0	0	0	0	1
COG4767	0	1	0	1	0
