ID	Function
pVOG0101	hypothetical protein
pVOG0102	hypothetical protein
pVOG0103	hypothetical protein
pVOG0104	hypothetical protein
pVOG0105	terminase small subunit
pVOG0106	terminase large subunit
pVOG0107	hypothetical protein
pVOG0108	hypothetical protein
pVOG0109	hypothetical protein
pVOG0113	unannotated protein
pVOG0114	unannotated protein
pVOG0115	hypothetical protein
pVOG0116	hypothetical protein
pVOG0117	hypothetical protein
pVOG0118	tail assembly chaperone
pVOG0122	hypothetical protein
pVOG0125	HTH DNA binding protein
pVOG0126	unannotated protein
pVOG0127	dUTPase
pVOG0128	hypothetical protein
pVOG0129	hypothetical protein
pVOG0131	hypothetical protein
pVOG0133	single strand DNA binding protein
pVOG0134	hypothetical protein
pVOG0136	unannotated protein
pVOG0139	exopolyphosphatase
pVOG0141	hypothetical protein
pVOG0142	hypothetical protein
pVOG0143	hypothetical protein
pVOG0144	hypothetical protein
pVOG0145	hypothetical protein
pVOG0149	hypothetical protein
pVOG0151	unannotated protein
pVOG0152	hypothetical protein
pVOG0154	hypothetical protein
pVOG0156	Serine/threonine-protein phosphatase 1
pVOG0157	phosphoesterase
pVOG0158	hypothetical protein
pVOG0159	hypothetical protein
pVOG0162	hypothetical protein
pVOG0163	ATPase
pVOG0166	head maturation protease
pVOG0167	RNA replicase beta subunit
pVOG0168	DNA replication initiation
pVOG0169	DNA replication initiation
pVOG0170	hypothetical protein
pVOG0171	hypothetical protein
pVOG0172	terminase
pVOG0173	head morphogenesis
pVOG0174	hypothetical protein
pVOG0175	DNA condensation
pVOG0176	major head protein
pVOG0177	major spike protein
pVOG0178	minor spike protein
pVOG0179	minor head protein; receptor binding protein
pVOG0181	hypothetical protein
pVOG0182	hypothetical protein
pVOG0183	transcriptional regulator
pVOG0186	exonuclease
pVOG0189	DnaC-like helicase loader
pVOG0190	hypothetical protein
pVOG0192	hypothetical protein
pVOG0193	hypothetical protein
pVOG0194	hypothetical protein
pVOG0195	DNA methyltransferase
pVOG0196	hypothetical protein
pVOG0197	hypothetical protein
pVOG0198	transcriptional activator
pVOG0202	hypothetical protein
pVOG0204	unannotated protein
pVOG0205	head closure Hc1
pVOG0207	tail protein
pVOG0209	tail protein
pVOG0217	hypothetical protein
pVOG0221	integrase
pVOG0223	hypothetical protein
pVOG0226	Single-stranded DNA-binding protein
pVOG0227	tail fiber assembly
pVOG0233	hypothetical protein
pVOG0234	Protein SopB
pVOG0236	hypothetical protein
pVOG0237	Rz-like spanin
pVOG0238	PAAR motif of membran proteins
pVOG0239	unannotated protein
pVOG0242	alpha-2;3-sialyltransferase
pVOG0243	polynucleotide kinase
pVOG0244	hypothetical protein
pVOG0245	hypothetical protein
pVOG0248	UmuD-like protein
pVOG0249	Doc-like toxin
pVOG0251	HNH endonuclease
pVOG0253	terminase small subunit
pVOG0254	portal protein
pVOG0258	head-tail adaptor Ad3
pVOG0259	head closure Hc3
pVOG0260	hypothetical protein
pVOG0261	head morphogenesis
pVOG0263	DNA ejection
pVOG0264	released from the phage upon host infection
pVOG0265	hypothetical protein
pVOG0267	Arc-like DNA binding domain protein
pVOG0273	GtrC-like O-antigen conversion translocase
pVOG0274	Prophage bactoprenol glucosyl transferase 
pVOG0275	integrase
pVOG0278	hypothetical protein
pVOG0280	hypothetical protein
pVOG0281	unannotated protein
pVOG0283	Erf-like ssDNA annealing protein
pVOG0284	Erf recombination cofactor Arf
pVOG0285	Kil protein for bacterial septation inhibition
pVOG0286	CIII anti-termination
pVOG0287	superinfection exclusion; inhibits SieB
pVOG0288	anti-termination protein N-like protein
pVOG0291	hypothetical protein
pVOG0292	unannotated protein
pVOG0293	hypothetical protein
pVOG0294	hypothetical protein
pVOG0295	hypothetical protein
pVOG0296	NinG/ Rap DNA junction specific endonuclease
pVOG0297	hypothetical protein
pVOG0298	anti-termination protein Q-like protein
pVOG0299	Rz-like spanin
pVOG0300	hypothetical protein
pVOG0302	hypothetical protein
pVOG0303	hypothetical protein
pVOG0311	tail protein
pVOG0312	hypothetical protein
pVOG0315	hypothetical protein
pVOG0316	hypothetical protein
pVOG0319	hypothetical protein
pVOG0320	hypothetical protein
pVOG0321	Mu Gam-like end protection
pVOG0322	Sak4-like ssDNA annealing protein
pVOG0327	unannotated protein
pVOG0329	hypothetical protein
pVOG0334	DNA polymerase
pVOG0335	virion structural protein
pVOG0336	hypothetical protein
pVOG0337	terminase large subunit
pVOG0338	hypothetical protein
pVOG0339	minor head protein
pVOG0340	hypothetical protein
pVOG0341	hypothetical protein
pVOG0342	hypothetical protein
pVOG0344	pentameric base spike protein
pVOG0345	hypothetical protein
pVOG0346	hypothetical protein
pVOG0347	hypothetical protein
pVOG0348	SbcC-like subunit of palindrome specific endonuclease
pVOG0350	nicotinamide phosphoribosyl transferase
pVOG0351	head maturation protease
pVOG0352	peptidase
pVOG0354	RNA polymerase beta subunit
pVOG0355	P-like helicase loader
pVOG0356	tail sheath
pVOG0362	RNA polymerase beta subunit
pVOG0364	RNA polymerase beta subunit
pVOG0367	unannotated protein
pVOG0368	unannotated protein
pVOG0369	unannotated protein
pVOG0370	hypothetical protein
pVOG0371	membrane protein
pVOG0372	DNA ligase
pVOG0373	RNA polymerase beta subunit
pVOG0374	hypothetical protein
pVOG0375	DNA binding protein
pVOG0376	toxin-antitoxin system HicB-like protein
pVOG0377	unannotated protein
pVOG0382	DNA topoisomerase II large subunit
pVOG0384	DNA gyrase subunit A
pVOG0388	hypothetical protein
pVOG0389	unknown function
pVOG0390	transcriptional regulator
pVOG0393	RNA polymerase ADP-ribosylase
pVOG0394	hypothetical protein
pVOG0395	Mrh transcription modulator under heat shock
pVOG0396	hypothetical protein
pVOG0397	nucleoside triphosphate pyrophosphohydrolase
pVOG0398	hypothetical protein
pVOG0400	spackle periplasmic
pVOG0401	hypothetical protein
pVOG0402	unannotated protein
pVOG0403	beta-glucosyl-HMC-alpha-glucosyltransferase
pVOG0404	hypothetical protein
pVOG0405	hypothetical protein
pVOG0407	hypothetical protein
pVOG0408	clamp loader of DNA polymerase
pVOG0409	DNA polymerase processivity factor
pVOG0410	unannotated protein
pVOG0411	hypothetical protein
pVOG0412	alpha-glucosyltransferase
pVOG0413	unannotated protein
pVOG0414	hypothetical protein
pVOG0415	hypothetical protein
pVOG0416	hypothetical protein
pVOG0417	hypothetical protein
pVOG0418	hypothetical protein
pVOG0419	Anaerobic ribonucleoside-triphosphate reductase-activating protein
pVOG0420	Anaerobic ribonucleoside-triphosphate reductase
pVOG0421	inhibitor of host Lon protease
pVOG0422	unannotated protein
pVOG0424	unknown function
pVOG0425	unknown function
pVOG0426	unknown function
pVOG0427	hypothetical protein
pVOG0428	hypothetical protein
pVOG0429	unannotated protein
pVOG0433	lysis inhibition
pVOG0434	hypothetical protein
pVOG0435	hypothetical protein
pVOG0436	endoribonuclease
pVOG0437	hypothetical protein
pVOG0438	hypothetical protein
pVOG0439	hypothetical protein
pVOG0440	Autonomous glycyl radical cofactor
pVOG0441	unknown function
pVOG0443	nudix hydrolase
pVOG0444	membrane protein
pVOG0445	unknown function
pVOG0447	unannotated protein
pVOG0448	hypothetical protein
pVOG0449	hypothetical protein
pVOG0450	RNA ligase
pVOG0451	head closure
pVOG0452	unannotated protein
pVOG0454	baseplate wedge subunit
pVOG0456	baseplate wedge subunit
pVOG0457	baseplate wedge subunit
pVOG0459	unannotated protein
pVOG0460	head-tail adaptor Ad2
pVOG0461	head closure Hc2
pVOG0462	tail sheath stabilizer
pVOG0463	prohead
pVOG0464	head scaffolding protein
pVOG0465	head scaffolding protein
pVOG0466	major head protein
pVOG0468	hypothetical protein
pVOG0469	hypothetical protein
pVOG0471	unannotated protein
pVOG0473	unannotated protein
pVOG0474	baseplate hub
pVOG0475	baseplate hub distal subunit
pVOG0476	baseplate hub subunit and tail length
pVOG0477	baseplate tail tube cap
pVOG0479	hypothetical protein
pVOG0480	Alt-like RNA polymerase ADP-ribosyltransferase
pVOG0481	unknown function
pVOG0482	hypothetical protein
pVOG0483	hypothetical protein
pVOG0484	hypothetical protein
pVOG0485	lysis inhibition; accessory protein
pVOG0486	unknown function
pVOG0487	hypothetical protein
pVOG0488	hypothetical protein
pVOG0489	hypothetical protein
pVOG0493	endonuclease
pVOG0494	ribonucleotide reductase NrdA-like protein
pVOG0495	hypothetical protein
pVOG0496	dihydrofolate reductase
pVOG0497	hypothetical protein
pVOG0498	unannotated protein
pVOG0499	single strand DNA binding protein
pVOG0505	holin
pVOG0506	unknown function
pVOG0507	hypothetical protein
pVOG0509	unannotated protein
pVOG0510	Ndd-like nucleoid disruption protein
pVOG0511	unknown function
pVOG0513	anti-repressor Ant
pVOG0514	unannotated protein
pVOG0518	hypothetical protein
pVOG0519	hypothetical protein
pVOG0521	hypothetical protein
pVOG0523	transcriptional regulator
pVOG0524	hypothetical protein
pVOG0525	hypothetical protein
pVOG0526	virulence associated
pVOG0527	hypothetical protein
pVOG0528	hypothetical protein
pVOG0529	Na/K ATPase
pVOG0531	hypothetical protein
pVOG0532	DNA binding protein
pVOG0533	hypothetical protein
pVOG0534	unannotated protein
pVOG0535	Mu Gam-like end protection
pVOG0536	Holliday junction resolvase
pVOG0537	hypothetical protein
pVOG0539	tail completion or Neck1 protein
pVOG0541	head-tail adaptor
pVOG0542	hypothetical protein
pVOG0543	hypothetical protein
pVOG0544	Panton-Valentine leukocicin
pVOG0545	Panton-Valentine leukocicin
pVOG0546	hypothetical protein
pVOG0547	unannotated protein
pVOG0548	hypothetical protein
pVOG0549	unannotated protein
pVOG0550	hypothetical protein
pVOG0551	hypothetical protein
pVOG0553	hypothetical protein
pVOG0554	hypothetical protein
pVOG0555	hypothetical protein
pVOG0556	hypothetical protein
pVOG0557	transcriptional regulator
pVOG0558	hypothetical protein
pVOG0559	RinB-like transcriptional activator
pVOG0560	hypothetical protein
pVOG0562	hypothetical protein
pVOG0564	hypothetical protein
pVOG0565	hypothetical protein
pVOG0566	head scaffolding protein
pVOG0567	terminase small subunit
pVOG0568	head-tail adaptor Ad1
pVOG0569	tail protein
pVOG0571	tail terminator
pVOG0572	hypothetical protein
pVOG0573	hypothetical protein
pVOG0574	tail protein
pVOG0577	head closure
pVOG0582	tail protein
pVOG0583	transcriptional regulator
pVOG0584	hypothetical protein
pVOG0585	putative protein YbiI
pVOG0586	replication initiation protein
pVOG0588	hypothetical protein
pVOG0590	beta-glucosyl-HMC-alpha-glucosyltransferase
pVOG0595	hypothetical protein
pVOG0598	hypothetical protein
pVOG0600	hypothetical protein
pVOG0601	hypothetical protein
pVOG0602	holin
pVOG0603	hypothetical protein
pVOG0608	hypothetical protein
pVOG0609	head scaffolding protein
pVOG0611	terminase small subunit
pVOG0612	terminase small subunit
pVOG0614	hypothetical protein
pVOG0615	holin/anti-holin
pVOG0618	hypothetical protein
pVOG0621	hypothetical protein
pVOG0622	hypothetical protein
pVOG0623	hypothetical protein
pVOG0625	recombinase
pVOG0628	hypothetical protein
pVOG0629	hypothetical protein
pVOG0630	unannotated protein
pVOG0631	unannotated protein
pVOG0632	hypothetical protein
pVOG0634	hypothetical protein
pVOG0635	hypothetical protein
pVOG0637	hypothetical protein
pVOG0638	hypothetical protein
pVOG0639	terminase
pVOG0641	holin
pVOG0642	adaptor Ad4
pVOG0643	major head protein
pVOG0644	upper collar connector
pVOG0645	tail protein
pVOG0647	tail protein
pVOG0648	hypothetical protein
pVOG0650	HTH DNA binding protein
pVOG0651	hypothetical protein
pVOG0655	hypothetical protein
pVOG0656	hypothetical protein
pVOG0657	hypothetical protein
pVOG0658	hypothetical protein
pVOG0660	hypothetical protein
pVOG0661	membrane protein
pVOG0668	DNA polymerase
pVOG0672	hypothetical protein
pVOG0673	hypothetical protein
pVOG0674	unannotated protein
pVOG0676	RNA ligase
pVOG0677	metal-dependent phosphohydrolase
pVOG0678	RNA-binding protein
pVOG0679	hypothetical protein
pVOG0681	hypothetical protein
pVOG0682	hypothetical protein
pVOG0685	hypothetical protein
pVOG0686	unannotated protein
pVOG0689	nuclease
pVOG0691	portal protein
pVOG0692	head morphogenesis
pVOG0694	major head protein
pVOG0695	head-tail adaptor
pVOG0696	head-tail adaptor
pVOG0697	minor head protein
pVOG0698	minor head protein
pVOG0700	hypothetical protein
pVOG0701	hypothetical protein
pVOG0703	holin
pVOG0704	tail terminator
pVOG0705	FtsK/SpoIIIE-like protein
pVOG0706	replication initiation protein
pVOG0707	hypothetical protein
pVOG0709	internal head protein
pVOG0712	hypothetical protein
pVOG0713	hypothetical protein
pVOG0714	hypothetical protein
pVOG0717	hypothetical protein
pVOG0719	hypothetical protein
pVOG0720	portal protein
pVOG0723	minor head protein
pVOG0724	tail terminator
pVOG0725	tail chaperone protein
pVOG0727	minor tail protein
pVOG0731	holin
pVOG0733	hypothetical protein
pVOG0734	hypothetical protein
pVOG0735	metallo-protease
pVOG0736	hypothetical protein
pVOG0737	hypothetical protein
pVOG0739	hypothetical protein
pVOG0740	hypothetical protein
pVOG0741	hypothetical protein
pVOG0743	hypothetical protein
pVOG0744	hypothetical protein
pVOG0749	Phage-like element PBSX protein XkdG
pVOG0750	minor head protein
pVOG0751	hypothetical protein
pVOG0752	hypothetical protein
pVOG0753	hypothetical protein
pVOG0754	hypothetical protein
pVOG0755	hypothetical protein
pVOG0756	Erf-like ssDNA annealing protein
pVOG0757	hypothetical protein
pVOG0758	hypothetical protein
pVOG0760	hypothetical protein
pVOG0763	hypothetical protein
pVOG0764	major head protein
pVOG0765	unannotated protein
pVOG0766	Rz-like spanin
pVOG0769	hypothetical protein
pVOG0771	phosphofructokinase
pVOG0774	hypothetical protein
pVOG0776	hypothetical protein
pVOG0784	hypothetical protein
pVOG0785	excisionase
pVOG0787	hypothetical protein
pVOG0788	unannotated protein
pVOG0789	hypothetical protein
pVOG0790	hypothetical protein
pVOG0791	hypothetical protein
pVOG0792	hypothetical protein
pVOG0793	unannotated protein
pVOG0794	acetyltransferase
pVOG0795	hypothetical protein
pVOG0796	terminase small subunit
pVOG0797	hypothetical protein
pVOG0799	major tail protein
pVOG0800	unannotated protein
pVOG0801	distal tail protein Dit
pVOG0804	tail fiber protein
pVOG0805	hypothetical protein
pVOG0806	unannotated protein
pVOG0807	unannotated protein
pVOG0808	unannotated protein
pVOG0809	hypothetical protein
pVOG0810	hypothetical protein
pVOG0811	hypothetical protein
pVOG0812	secreted protein
pVOG0813	tail assembly chaperone
pVOG0814	unannotated protein
pVOG0815	hypothetical protein
pVOG0816	hypothetical protein
pVOG0817	unannotated protein
pVOG0819	hypothetical protein
pVOG0820	hypothetical protein
pVOG0821	hypothetical protein
pVOG0822	hypothetical protein
pVOG0823	excisionase
pVOG0824	hypothetical protein
pVOG0825	hypothetical protein
pVOG0827	gam-like host nuclease inhibitor
pVOG0828	unknown function
pVOG0830	Bor-like outer membrane protein
pVOG0831	Prophage DNA-packing protein NohA
pVOG0832	unannotated protein
pVOG0833	unannotated protein
pVOG0835	head decoration
pVOG0837	DNA packaging chaperone FI
pVOG0838	unannotated protein
pVOG0839	hypothetical protein
pVOG0840	tail terminator
pVOG0842	minor tail protein
pVOG0843	unannotated protein
pVOG0847	minor tail protein
pVOG0848	minor tail protein
pVOG0850	minor tail protein
pVOG0855	Lom outer membrane protein
pVOG0861	unannotated protein
pVOG0862	metallo-protease
pVOG0866	hypothetical protein
pVOG0868	hypothetical protein
pVOG0870	virion structural protein
pVOG0874	hypothetical protein
pVOG0875	DNA terminal protein
pVOG0876	unannotated protein
pVOG0877	single strand DNA binding protein
pVOG0878	unannotated protein
pVOG0879	head scaffolding protein
pVOG0880	head fiber protein
pVOG0885	GP16.7-like replication protein
pVOG0886	hypothetical protein
pVOG0887	terminase small subunit
pVOG0888	head-tail connector protein
pVOG0889	virion structural protein
pVOG0890	virion structural protein
pVOG0893	tail associated lysin
pVOG0894	hypothetical protein
pVOG0897	hypothetical protein
pVOG0900	hypothetical protein
pVOG0901	hypothetical protein
pVOG0902	hypothetical protein
pVOG0903	hypothetical protein
pVOG0904	hypothetical protein
pVOG0905	hypothetical protein
pVOG0906	Sak-like ssDNA annealing protein
pVOG0907	hypothetical protein
pVOG0908	hypothetical protein
pVOG0909	hypothetical protein
pVOG0910	hypothetical protein
pVOG0911	hypothetical protein
pVOG0913	virion structural protein
pVOG0914	tail protein
pVOG0917	hypothetical protein
pVOG0918	RecJ-like ssDNA exonuclease
pVOG0919	DNA methyltransferase
pVOG0920	hypothetical protein
pVOG0921	hypothetical protein
pVOG0922	hypothetical protein
pVOG0924	hypothetical protein
pVOG0925	hypothetical protein
pVOG0926	hypothetical protein
pVOG0927	hypothetical protein
pVOG0930	virion structural protein
pVOG0933	neck passage structure
pVOG0935	hypothetical protein
pVOG0936	virion structural protein
pVOG0937	hypothetical protein
pVOG0938	hypothetical protein
pVOG0939	hypothetical protein
pVOG0941	hypothetical protein
pVOG0942	hypothetical protein
pVOG0943	unannotated protein
pVOG0944	unannotated protein
pVOG0945	unannotated protein
pVOG0946	Shiga toxin subunit A
pVOG0947	Shiga toxin subunit B
pVOG0952	hypothetical protein
pVOG0953	unannotated protein
pVOG0955	hypothetical protein
pVOG0968	tail fiber protein
pVOG0972	hypothetical protein
pVOG0975	terminase small subunit
pVOG0976	unannotated protein
pVOG0977	hypothetical protein
pVOG0979	Reverse transcriptase
pVOG0980	hypothetical protein
pVOG0981	hypothetical protein
pVOG0982	exonuclease
pVOG0984	hypothetical protein
pVOG0985	ParA-like partition protein
pVOG0986	hypothetical protein
pVOG0988	CII-like transcriptional activator
pVOG0989	Lar-like restriction alleviation protein
pVOG0991	hypothetical protein
pVOG0992	endolysin
pVOG0994	hypothetical protein
pVOG0996	clamp loader of DNA polymerase
pVOG0997	unannotated protein
pVOG0998	QueE-like radical SAM domain protein
pVOG0999	hypothetical protein
pVOG10000	hypothetical protein
pVOG10001	hypothetical protein
pVOG10002	hypothetical protein
pVOG10003	hypothetical protein
pVOG10004	hypothetical protein
pVOG10005	anti-restriction protein
pVOG10006	hypothetical protein
pVOG10007	hypothetical protein
pVOG10008	unannotated protein
pVOG10009	virion structural protein
pVOG1001	portal protein
pVOG10010	virion structural protein
pVOG10011	tail fiber protein
pVOG10012	hypothetical protein
pVOG10013	hypothetical protein
pVOG10014	DNA binding protein
pVOG10015	hypothetical protein
pVOG10016	virion structural protein
pVOG10017	hypothetical protein
pVOG10018	hypothetical protein
pVOG10019	hypothetical protein
pVOG10020	hypothetical protein
pVOG10021	unannotated protein
pVOG10022	tail fiber protein
pVOG10023	hypothetical protein
pVOG10024	hypothetical protein
pVOG10025	head-tail connector protein
pVOG10026	ATPase
pVOG10027	virion structural protein
pVOG10028	CRISPR/Cas system associated
pVOG10029	tail sheath
pVOG10030	Holliday junction resolvase
pVOG10031	single strand DNA binding protein
pVOG10032	RNA polymerase sigma factor
pVOG10033	peptidase
pVOG10034	hypothetical protein
pVOG10035	hypothetical protein
pVOG10036	hypothetical protein
pVOG10037	hypothetical protein
pVOG10038	protease
pVOG10039	unannotated protein
pVOG1004	membrane protein
pVOG10040	unannotated protein
pVOG10041	unannotated protein
pVOG10042	hypothetical protein
pVOG10043	hypothetical protein
pVOG10044	unannotated protein
pVOG10045	hypothetical protein
pVOG10046	hypothetical protein
pVOG10047	hypothetical protein
pVOG10048	Holliday junction resolvase
pVOG10049	hypothetical protein
pVOG1005	tail tube
pVOG10050	pyrophosphatase
pVOG10051	unannotated protein
pVOG10052	hypothetical protein
pVOG10053	hypothetical protein
pVOG10054	hypothetical protein
pVOG10055	hypothetical protein
pVOG10056	hypothetical protein
pVOG10057	hypothetical protein
pVOG10058	hypothetical protein
pVOG10059	anti-repressor
pVOG1006	late sigma transcription factor
pVOG10060	hypothetical protein
pVOG10061	hypothetical protein
pVOG10062	unannotated protein
pVOG10063	hypothetical protein
pVOG10064	unannotated protein
pVOG10065	unannotated protein
pVOG10066	hypothetical protein
pVOG10067	hypothetical protein
pVOG10068	hypothetical protein
pVOG10069	virion structural protein
pVOG10070	hypothetical protein
pVOG10071	hypothetical protein
pVOG10072	hypothetical protein
pVOG10073	hypothetical protein
pVOG10074	hypothetical protein
pVOG10075	hypothetical protein
pVOG10076	hypothetical protein
pVOG10077	hypothetical protein
pVOG10078	hypothetical protein
pVOG10079	hypothetical protein
pVOG10080	phosphodiesterase
pVOG10081	hypothetical protein
pVOG10082	major tail protein
pVOG10083	tail protein
pVOG10084	hypothetical protein
pVOG10085	hypothetical protein
pVOG10086	baseplate wedge subunit
pVOG10087	hypothetical protein
pVOG10088	DNA primase
pVOG10089	hypothetical protein
pVOG10090	hypothetical protein
pVOG10091	hypothetical protein
pVOG10092	hypothetical protein
pVOG10093	hypothetical protein
pVOG10094	hypothetical protein
pVOG10095	Multidrug transporter EmrE
pVOG10096	hypothetical protein
pVOG10097	hypothetical protein
pVOG10098	hypothetical protein
pVOG10099	hypothetical protein
pVOG10100	hypothetical protein
pVOG10101	hypothetical protein
pVOG10102	hypothetical protein
pVOG10103	hypothetical protein
pVOG10104	hypothetical protein
pVOG10105	hypothetical protein
pVOG10106	ribonucleoside-diphosphate reductase beta subunit
pVOG10107	hypothetical protein
pVOG10108	hypothetical protein
pVOG10109	hypothetical protein
pVOG10110	hypothetical protein
pVOG10111	hypothetical protein
pVOG10112	hypothetical protein
pVOG10113	hypothetical protein
pVOG10114	hypothetical protein
pVOG10115	hypothetical protein
pVOG10116	hypothetical protein
pVOG10117	hypothetical protein
pVOG10118	hypothetical protein
pVOG10119	hypothetical protein
pVOG1012	hypothetical protein
pVOG10120	hypothetical protein
pVOG10121	hypothetical protein
pVOG10122	hypothetical protein
pVOG10123	hypothetical protein
pVOG10124	hypothetical protein
pVOG10125	hypothetical protein
pVOG10126	hypothetical protein
pVOG10127	hypothetical protein
pVOG10128	hypothetical protein
pVOG10129	hypothetical protein
pVOG1013	partition protein
pVOG10130	hypothetical protein
pVOG10131	hypothetical protein
pVOG10132	hypothetical protein
pVOG10133	hypothetical protein
pVOG10134	hypothetical protein
pVOG10135	hypothetical protein
pVOG10136	hypothetical protein
pVOG10137	hypothetical protein
pVOG10138	hypothetical protein
pVOG10139	hypothetical protein
pVOG1014	hypothetical protein
pVOG10140	hypothetical protein
pVOG10141	hypothetical protein
pVOG10142	hypothetical protein
pVOG10143	hypothetical protein
pVOG10144	hypothetical protein
pVOG10145	hypothetical protein
pVOG10146	hypothetical protein
pVOG10147	hypothetical protein
pVOG10148	hypothetical protein
pVOG10149	hypothetical protein
pVOG10150	hypothetical protein
pVOG10151	hypothetical protein
pVOG10152	hypothetical protein
pVOG10153	hypothetical protein
pVOG10154	hypothetical protein
pVOG10155	Very short patch repair protein
pVOG10156	hypothetical protein
pVOG10157	hypothetical protein
pVOG10158	hypothetical protein
pVOG10159	hypothetical protein
pVOG10160	hypothetical protein
pVOG10161	hypothetical protein
pVOG10162	hypothetical protein
pVOG10163	hypothetical protein
pVOG10164	hypothetical protein
pVOG10165	hypothetical protein
pVOG10166	hypothetical protein
pVOG10167	hypothetical protein
pVOG10168	hypothetical protein
pVOG10169	hypothetical protein
pVOG1017	hypothetical protein
pVOG10170	hypothetical protein
pVOG10171	hypothetical protein
pVOG10172	hypothetical protein
pVOG10173	hypothetical protein
pVOG10174	hypothetical protein
pVOG10175	hypothetical protein
pVOG10176	hypothetical protein
pVOG10177	hypothetical protein
pVOG10178	hypothetical protein
pVOG10179	lipoprotein
pVOG10180	hypothetical protein
pVOG10181	hypothetical protein
pVOG10182	hypothetical protein
pVOG10183	hypothetical protein
pVOG10184	membrane protein
pVOG10185	hypothetical protein
pVOG10186	hypothetical protein
pVOG10187	hypothetical protein
pVOG10188	hypothetical protein
pVOG10189	hypothetical protein
pVOG1019	Rz-like spanin
pVOG10190	head closure Hc1
pVOG10191	head-tail connector protein
pVOG10192	virion structural protein
pVOG10193	hypothetical protein
pVOG10194	hypothetical protein
pVOG10195	unannotated protein
pVOG10196	thioredoxin domain protein
pVOG10197	hypothetical protein
pVOG10198	hypothetical protein
pVOG10199	membrane protein
pVOG1020	QueC-like queuosine biosynthesis
pVOG10200	hypothetical protein
pVOG10201	hypothetical protein
pVOG10202	membrane protein
pVOG10203	hypothetical protein
pVOG10204	hypothetical protein
pVOG10205	hypothetical protein
pVOG10206	hypothetical protein
pVOG10207	hypothetical protein
pVOG10208	hypothetical protein
pVOG10209	hypothetical protein
pVOG1021	hypothetical protein
pVOG10210	hypothetical protein
pVOG10211	hypothetical protein
pVOG10212	hypothetical protein
pVOG10213	hypothetical protein
pVOG10214	hypothetical protein
pVOG10215	HNH endonuclease
pVOG10216	hypothetical protein
pVOG10217	hydrolase
pVOG10218	unannotated protein
pVOG10219	hypothetical protein
pVOG10220	hypothetical protein
pVOG10221	hypothetical protein
pVOG10222	hypothetical protein
pVOG10223	tail protein
pVOG10224	Putative septation protein SpoVG
pVOG10225	hypothetical protein
pVOG10226	hypothetical protein
pVOG10227	terminase large subunit
pVOG10228	hypothetical protein
pVOG10229	hypothetical protein
pVOG10230	endolysin
pVOG10231	hypothetical protein
pVOG10232	transcriptional regulator
pVOG10233	hypothetical protein
pVOG10234	hypothetical protein
pVOG10235	hypothetical protein
pVOG10236	hypothetical protein
pVOG10237	hypothetical protein
pVOG10238	hypothetical protein
pVOG10239	hypothetical protein
pVOG1024	tail fiber protein
pVOG10240	hypothetical protein
pVOG10241	hypothetical protein
pVOG10242	hypothetical protein
pVOG10243	hypothetical protein
pVOG10244	hypothetical protein
pVOG10245	hypothetical protein
pVOG10246	hypothetical protein
pVOG10247	hypothetical protein
pVOG10248	endonuclease
pVOG10249	hypothetical protein
pVOG1025	hypothetical protein
