ID	Function
pVOG5217	hypothetical protein
pVOG5218	hypothetical protein
pVOG5219	hypothetical protein
pVOG5220	hypothetical protein
pVOG5221	involved in bacteriocin production or immunity
pVOG5222	hypothetical protein
pVOG5223	hypothetical protein
pVOG5224	unannotated protein
pVOG5225	unannotated protein
pVOG5226	hypothetical protein
pVOG5227	unannotated protein
pVOG5228	hypothetical protein
pVOG5229	hypothetical protein
pVOG5230	hypothetical protein
pVOG5231	6-phosphogluconate dehydrogenase
pVOG5232	hypothetical protein
pVOG5233	hypothetical protein
pVOG5234	hypothetical protein
pVOG5235	Beta sliding clamp
pVOG5236	unannotated protein
pVOG5237	hypothetical protein
pVOG5238	hypothetical protein
pVOG5239	endonuclease
pVOG5240	hypothetical protein
pVOG5241	hypothetical protein
pVOG5242	unannotated protein
pVOG5243	unannotated protein
pVOG5244	hypothetical protein
pVOG5245	hypothetical protein
pVOG5246	hypothetical protein
pVOG5247	hypothetical protein
pVOG5248	hypothetical protein
pVOG5249	unannotated protein
pVOG5250	unannotated protein
pVOG5251	hypothetical protein
pVOG5252	hypothetical protein
pVOG5253	hypothetical protein
pVOG5254	membrane protein
pVOG5255	head decoration
pVOG5256	hypothetical protein
pVOG5257	hypothetical protein
pVOG5258	hypothetical protein
pVOG5259	hypothetical protein
pVOG5260	tail fiber protein
pVOG5261	hypothetical protein
pVOG5262	hypothetical protein
pVOG5263	hypothetical protein
pVOG5264	tail fiber protein
pVOG5265	tail protein
pVOG5266	hypothetical protein
pVOG5267	Rz-like spanin
pVOG5268	baseplate hub protein Tal
pVOG5269	tail fiber protein
pVOG5270	hypothetical protein
pVOG5271	hypothetical protein
pVOG5272	hypothetical protein
pVOG5273	hypothetical protein
pVOG5274	hypothetical protein
pVOG5275	unannotated protein
pVOG5276	hypothetical protein
pVOG5277	unannotated protein
pVOG5278	hypothetical protein
pVOG5279	Rz-like spanin
pVOG5280	replication terminator
pVOG5281	hypothetical protein
pVOG5282	tail protein
pVOG5283	involved in bacteriocin production or immunity
pVOG5284	hypothetical protein
pVOG5285	hypothetical protein
pVOG5286	hypothetical protein
pVOG5287	hypothetical protein
pVOG5288	hypothetical protein
pVOG5289	hypothetical protein
pVOG5290	hypothetical protein
pVOG5291	unannotated protein
pVOG5292	nucleoside 2-deoxyribosyltransferase
pVOG5293	hypothetical protein
pVOG5294	HNH endonuclease
pVOG5295	hypothetical protein
pVOG5296	hypothetical protein
pVOG5297	queuine tRNA-ribosyltransferase
pVOG5298	hypothetical protein
pVOG5299	hypothetical protein
pVOG5300	tail completion or Neck1 protein
pVOG5301	hypothetical protein
pVOG5302	flavodoxin
pVOG5303	hypothetical protein
pVOG5304	unannotated protein
pVOG5305	hypothetical protein
pVOG5306	unannotated protein
pVOG5307	hypothetical protein
pVOG5308	hypothetical protein
pVOG5309	unannotated protein
pVOG5310	hypothetical protein
pVOG5311	hypothetical protein
pVOG5312	hypothetical protein
pVOG5313	hypothetical protein
pVOG5314	hypothetical protein
pVOG5315	internal virion protein
pVOG5316	tail terminator
pVOG5317	hypothetical protein
pVOG5318	unannotated protein
pVOG5319	hypothetical protein
pVOG5320	hypothetical protein
pVOG5321	hypothetical protein
pVOG5322	hypothetical protein
pVOG5323	hypothetical protein
pVOG5324	carboxypeptidase
pVOG5325	hypothetical protein
pVOG5326	hypothetical protein
pVOG5327	recombination directionality factor
pVOG5328	hypothetical protein
pVOG5329	unannotated protein
pVOG5330	unannotated protein
pVOG5331	hypothetical protein
pVOG5332	peptidase
pVOG5333	hypothetical protein
pVOG5334	hypothetical protein
pVOG5335	SAM-dependent methyltransferase
pVOG5336	hypothetical protein
pVOG5337	hypothetical protein
pVOG5338	hypothetical protein
pVOG5339	unannotated protein
pVOG5340	distal tail protein
pVOG5341	unannotated protein
pVOG5342	hypothetical protein
pVOG5343	hypothetical protein
pVOG5344	head protein
pVOG5345	unannotated protein
pVOG5346	hypothetical protein
pVOG5347	unannotated protein
pVOG5348	hypothetical protein
pVOG5349	hypothetical protein
pVOG5350	hypothetical protein
pVOG5351	unannotated protein
pVOG5352	queuine tRNA-ribosyltransferase
pVOG5353	unannotated protein
pVOG5354	hypothetical protein
pVOG5355	virion structural protein
pVOG5356	hypothetical protein
pVOG5357	hypothetical protein
pVOG5358	hypothetical protein
pVOG5359	hypothetical protein
pVOG5360	hypothetical protein
pVOG5361	hypothetical protein
pVOG5362	hypothetical protein
pVOG5363	hypothetical protein
pVOG5364	hypothetical protein
pVOG5365	hypothetical protein
pVOG5366	hypothetical protein
pVOG5367	tail fiber protein
pVOG5368	hypothetical protein
pVOG5369	hypothetical protein
pVOG5370	hypothetical protein
pVOG5371	hypothetical protein
pVOG5372	neck passage structure protein
pVOG5373	hypothetical protein
pVOG5374	hypothetical protein
pVOG5375	hypothetical protein
pVOG5376	hypothetical protein
pVOG5377	hypothetical protein
pVOG5378	hypothetical protein
pVOG5379	hypothetical protein
pVOG5380	unannotated protein
pVOG5381	hypothetical protein
pVOG5382	hypothetical protein
pVOG5383	hypothetical protein
pVOG5384	virion structural protein
pVOG5385	hypothetical protein
pVOG5386	tail protein
pVOG5387	hypothetical protein
pVOG5388	hypothetical protein
pVOG5389	virion structural protein
pVOG5390	head decoration
pVOG5391	hypothetical protein
pVOG5392	hypothetical protein
pVOG5393	unannotated protein
pVOG5394	hypothetical protein
pVOG5395	HNH endonuclease
pVOG5396	hypothetical protein
pVOG5397	hypothetical protein
pVOG5398	unannotated protein
pVOG5399	hypothetical protein
pVOG5400	unannotated protein
pVOG5401	unannotated protein
pVOG5402	hypothetical protein
pVOG5403	hypothetical protein
pVOG5404	hypothetical protein
pVOG5405	virion structural protein
pVOG5406	hypothetical protein
pVOG5407	hypothetical protein
pVOG5408	hypothetical protein
pVOG5409	hypothetical protein
pVOG5410	hypothetical protein
pVOG5411	hypothetical protein
pVOG5412	hypothetical protein
pVOG5413	hypothetical protein
pVOG5414	hypothetical protein
pVOG5415	hypothetical protein
pVOG5416	hypothetical protein
pVOG5417	endolysin
pVOG5418	methyltransferase
pVOG5419	hypothetical protein
pVOG5420	hypothetical protein
pVOG5421	hypothetical protein
pVOG5422	hypothetical protein
pVOG5423	hypothetical protein
pVOG5424	hypothetical protein
pVOG5425	hypothetical protein
pVOG5426	hypothetical protein
pVOG5427	hypothetical protein
pVOG5428	hypothetical protein
pVOG5429	hypothetical protein
pVOG5430	minor tail protein
pVOG5431	hypothetical protein
pVOG5432	hypothetical protein
pVOG5433	hypothetical protein
pVOG5434	hypothetical protein
pVOG5435	hypothetical protein
pVOG5436	hypothetical protein
pVOG5437	hypothetical protein
pVOG5438	hypothetical protein
pVOG5439	hypothetical protein
pVOG5440	hypothetical protein
pVOG5441	colanic acid degradation
pVOG5442	hypothetical protein
pVOG5443	Kil protein for bacterial septation inhibition
pVOG5444	hypothetical protein
pVOG5445	hypothetical protein
pVOG5446	hypothetical protein
pVOG5447	RNA polymerase sigma factor
pVOG5448	hydrolase
pVOG5449	hypothetical protein
pVOG5450	tail spike protein
pVOG5451	hypothetical protein
pVOG5452	hypothetical protein
pVOG5453	hypothetical protein
pVOG5454	transcriptional regulator
pVOG5455	unannotated protein
pVOG5456	unannotated protein
pVOG5457	hypothetical protein
pVOG5458	hypothetical protein
pVOG5459	hypothetical protein
pVOG5460	hypothetical protein
pVOG5461	endonuclease
pVOG5462	hypothetical protein
pVOG5463	hypothetical protein
pVOG5464	unannotated protein
pVOG5465	hypothetical protein
pVOG5466	hypothetical protein
pVOG5467	sigma factor
pVOG5468	hypothetical protein
pVOG5469	hypothetical protein
pVOG5470	unannotated protein
pVOG5471	hypothetical protein
pVOG5472	hypothetical protein
pVOG5473	hypothetical protein
pVOG5474	hypothetical protein
pVOG5475	hypothetical protein
pVOG5476	hypothetical protein
pVOG5477	unannotated protein
pVOG5478	head closure Hc1
pVOG5479	terminase small subunit
pVOG5480	unannotated protein
pVOG5481	DNA ligase
pVOG5482	hypothetical protein
pVOG5483	hypothetical protein
pVOG5484	hypothetical protein
pVOG5485	hypothetical protein
pVOG5486	hypothetical protein
pVOG5487	hypothetical protein
pVOG5488	hypothetical protein
pVOG5489	hypothetical protein
pVOG5490	tail protein
pVOG5491	hypothetical protein
pVOG5492	unannotated protein
pVOG5493	hypothetical protein
pVOG5494	hypothetical protein
pVOG5495	hypothetical protein
pVOG5496	hypothetical protein
pVOG5497	hypothetical protein
pVOG5498	hypothetical protein
pVOG5499	hypothetical protein
pVOG5500	hypothetical protein
pVOG5501	hypothetical protein
pVOG5502	hypothetical protein
pVOG5503	hypothetical protein
pVOG5504	head fiber protein
pVOG5505	unannotated protein
pVOG5506	internal virion protein
pVOG5507	hypothetical protein
pVOG5508	hypothetical protein
pVOG5509	hypothetical protein
pVOG5510	hypothetical protein
pVOG5511	tail fiber protein
pVOG5512	hypothetical protein
pVOG5513	hypothetical protein
pVOG5514	hypothetical protein
pVOG5515	hypothetical protein
pVOG5516	hypothetical protein
pVOG5517	hypothetical protein
pVOG5518	unannotated protein
pVOG5519	hypothetical protein
pVOG5520	tail assembly chaperone
pVOG5521	hypothetical protein
pVOG5522	hypothetical protein
pVOG5523	hypothetical protein
pVOG5524	hypothetical protein
pVOG5525	hypothetical protein
pVOG5526	unannotated protein
pVOG5527	hypothetical protein
pVOG5528	unannotated protein
pVOG5529	hypothetical protein
pVOG5530	DNA polymerase
pVOG5531	hypothetical protein
pVOG5532	terminase small subunit
pVOG5533	hypothetical protein
pVOG5534	virion structural protein
pVOG5535	hypothetical protein
pVOG5536	unannotated protein
pVOG5537	hypothetical protein
pVOG5538	hypothetical protein
pVOG5539	hypothetical protein
pVOG5540	hypothetical protein
pVOG5541	histidyl tRNA synthetase
pVOG5542	rhodanese-related sulfurtransferase
pVOG5543	CRISPR/Cas system associated
pVOG5544	hypothetical protein
pVOG5545	hypothetical protein
pVOG5546	hypothetical protein
pVOG5547	prohead
pVOG5548	hypothetical protein
pVOG5549	hypothetical protein
pVOG5550	hypothetical protein
pVOG5551	Rnase H
pVOG5552	glycoside hydrolase
pVOG5553	virion structural protein
pVOG5554	hypothetical protein
pVOG5555	hypothetical protein
pVOG5556	unannotated protein
pVOG5557	hypothetical protein
pVOG5558	unannotated protein
pVOG5559	hypothetical protein
pVOG5560	hypothetical protein
pVOG5561	hypothetical protein
pVOG5562	HNH endonuclease
pVOG5563	hypothetical protein
pVOG5564	hypothetical protein
pVOG5565	hypothetical protein
pVOG5566	tail protein
pVOG5567	DNA polymerase
pVOG5568	nucleoside triphosphate pyrophosphohydrolase
pVOG5569	hypothetical protein
pVOG5570	hypothetical protein
pVOG5571	hypothetical protein
pVOG5572	unannotated protein
pVOG5573	terminase small subunit
pVOG5574	hypothetical protein
pVOG5575	baseplate protein
pVOG5576	hypothetical protein
pVOG5577	holin
pVOG5578	hypothetical protein
pVOG5579	hypothetical protein
pVOG5580	hypothetical protein
pVOG5581	virion structural protein
pVOG5582	hypothetical protein
pVOG5583	hypothetical protein
pVOG5584	major head protein
pVOG5585	head-tail connector protein
pVOG5586	hypothetical protein
pVOG5587	major tail protein
pVOG5588	hypothetical protein
pVOG5589	hypothetical protein
pVOG5590	minor head protein
pVOG5591	hypothetical protein
pVOG5592	hypothetical protein
pVOG5593	hypothetical protein
pVOG5594	hypothetical protein
pVOG5595	DNA polymerase/primase
pVOG5596	hypothetical protein
pVOG5597	unannotated protein
pVOG5598	hypothetical protein
pVOG5599	hypothetical protein
pVOG5600	unannotated protein
pVOG5601	major tail protein
pVOG5602	unannotated protein
pVOG5603	unannotated protein
pVOG5604	portal protein
pVOG5605	hypothetical protein
pVOG5606	hypothetical protein
pVOG5607	transposase
pVOG5608	hypothetical protein
pVOG5609	hypothetical protein
pVOG5610	baseplate assembly protein
pVOG5611	hypothetical protein
pVOG5612	hypothetical protein
pVOG5613	hypothetical protein
pVOG5614	unannotated protein
pVOG5615	hypothetical protein
pVOG5616	hypothetical protein
pVOG5617	Holliday junction resolvase RecU
pVOG5618	hypothetical protein
pVOG5619	hypothetical protein
pVOG5620	hypothetical protein
pVOG5621	hypothetical protein
pVOG5622	hypothetical protein
pVOG5623	hypothetical protein
pVOG5624	virion structural protein
pVOG5625	unannotated protein
pVOG5626	unannotated protein
pVOG5627	putative protein
pVOG5628	hypothetical protein
pVOG5629	hypothetical protein
pVOG5630	unannotated protein
pVOG5631	hypothetical protein
pVOG5632	hypothetical protein
pVOG5633	hypothetical protein
pVOG5634	hypothetical protein
pVOG5635	hypothetical protein
pVOG5636	hypothetical protein
pVOG5637	hypothetical protein
pVOG5638	hypothetical protein
pVOG5639	hypothetical protein
pVOG5640	unannotated protein
pVOG5641	hypothetical protein
pVOG5642	hypothetical protein
pVOG5643	hypothetical protein
pVOG5644	hypothetical protein
pVOG5645	hypothetical protein
pVOG5646	hypothetical protein
pVOG5647	Rz-like spanin
pVOG5648	hypothetical protein
pVOG5649	hypothetical protein
pVOG5650	hypothetical protein
pVOG5651	hypothetical protein
pVOG5652	hypothetical protein
pVOG5653	hypothetical protein
pVOG5654	hypothetical protein
pVOG5655	virion structural protein
pVOG5656	DNA gyrase subunit B
pVOG5657	beta-glucosyltransferase
pVOG5658	hypothetical protein
pVOG5659	hypothetical protein
pVOG5660	unannotated protein
pVOG5661	virion structural protein
pVOG5662	hypothetical protein
pVOG5663	hypothetical protein
pVOG5664	hypothetical protein
pVOG5665	hypothetical protein
pVOG5666	hypothetical protein
pVOG5667	hypothetical protein
pVOG5668	hypothetical protein
pVOG5669	hypothetical protein
pVOG5670	hypothetical protein
pVOG5671	hypothetical protein
pVOG5672	hypothetical protein
pVOG5673	hypothetical protein
pVOG5674	hypothetical protein
pVOG5675	hypothetical protein
pVOG5676	unannotated protein
pVOG5677	unannotated protein
pVOG5678	hypothetical protein
pVOG5679	hypothetical protein
pVOG5680	minor head protein
pVOG5681	hypothetical protein
pVOG5682	hypothetical protein
pVOG5683	hypothetical protein
pVOG5684	hypothetical protein
pVOG5685	hypothetical protein
pVOG5686	hypothetical protein
pVOG5687	HTH DNA binding protein
pVOG5688	unannotated protein
pVOG5689	hypothetical protein
pVOG5690	hypothetical protein
pVOG5691	virion structural protein
pVOG5692	hypothetical protein
pVOG5693	unannotated protein
pVOG5694	unannotated protein
pVOG5695	hypothetical protein
pVOG5696	hypothetical protein
pVOG5697	hypothetical protein
pVOG5698	hypothetical protein
pVOG5699	hypothetical protein
pVOG5700	hypothetical protein
pVOG5701	hypothetical protein
pVOG5702	hypothetical protein
pVOG5703	hypothetical protein
pVOG5704	hypothetical protein
pVOG5705	hypothetical protein
pVOG5706	hypothetical protein
pVOG5707	lipoprotein precursor
pVOG5708	hypothetical protein
pVOG5709	hypothetical protein
pVOG5710	hypothetical protein
pVOG5711	hypothetical protein
pVOG5712	hypothetical protein
pVOG5713	hypothetical protein
pVOG5714	hypothetical protein
pVOG5715	hypothetical protein
pVOG5716	tail protein
pVOG5717	integrase
pVOG5718	hypothetical protein
pVOG5719	hypothetical protein
pVOG5720	hypothetical protein
pVOG5721	portal protein
pVOG5722	hypothetical protein
pVOG5723	hypothetical protein
pVOG5724	hypothetical protein
pVOG5725	hypothetical protein
pVOG5726	hypothetical protein
pVOG5727	hypothetical protein
pVOG5728	hypothetical protein
pVOG5729	hypothetical protein
pVOG5730	hypothetical protein
pVOG5731	hypothetical protein
pVOG5732	hypothetical protein
pVOG5733	hypothetical protein
pVOG5734	Holliday junction resolvase
pVOG5735	hypothetical protein
pVOG5736	haemolysin-type calcium binding protein
pVOG5737	hypothetical protein
pVOG5738	hypothetical protein
pVOG5739	hypothetical protein
pVOG5740	hypothetical protein
pVOG5741	hypothetical protein
pVOG5742	transcriptional regulator
pVOG5743	hypothetical protein
pVOG5744	hypothetical protein
pVOG5745	hypothetical protein
pVOG5746	hypothetical protein
pVOG5747	hypothetical protein
pVOG5748	hypothetical protein
pVOG5749	MotB-like transcriptional regulator
pVOG5750	hypothetical protein
pVOG5751	DNA primase
pVOG5752	exonuclease
pVOG5753	hypothetical protein
pVOG5754	hypothetical protein
pVOG5755	unannotated protein
pVOG5756	hypothetical protein
pVOG5757	DNA topoisomerase
pVOG5758	hypothetical protein
pVOG5759	RNA-dependent RNA polymerase
pVOG5760	hypothetical protein
pVOG5761	hypothetical protein
pVOG5762	hypothetical protein
pVOG5763	hypothetical protein
pVOG5764	hypothetical protein
pVOG5765	hypothetical protein
pVOG5766	hypothetical protein
pVOG5767	hypothetical protein
pVOG5768	hypothetical protein
pVOG5769	tail protein
pVOG5770	hypothetical protein
pVOG5771	hypothetical protein
pVOG5772	unannotated protein
pVOG5773	hypothetical protein
pVOG5774	hypothetical protein
pVOG5775	hypothetical protein
pVOG5776	hypothetical protein
pVOG5777	hypothetical protein
pVOG5778	hypothetical protein
pVOG5779	terminase large subunit
pVOG5780	hypothetical protein
pVOG5781	hydrolase
pVOG5782	Oligoribonuclease
pVOG5783	hypothetical protein
pVOG5784	hypothetical protein
pVOG5785	hypothetical protein
pVOG5786	pectate lyase
pVOG5787	hypothetical protein
pVOG5788	hypothetical protein
pVOG5789	helicase loader
pVOG5790	hypothetical protein
pVOG5791	terminase large subunit
pVOG5792	hypothetical protein
pVOG5793	unannotated protein
pVOG5794	tail assembly chaperone
pVOG5795	hypothetical protein
pVOG5796	hypothetical protein
pVOG5797	hypothetical protein
pVOG5798	hypothetical protein
pVOG5799	hypothetical protein
pVOG5800	hypothetical protein
pVOG5801	hypothetical protein
pVOG5802	hypothetical protein
pVOG5803	hypothetical protein
pVOG5804	hypothetical protein
pVOG5805	hypothetical protein
pVOG5806	hypothetical protein
pVOG5807	hypothetical protein
pVOG5808	hypothetical protein
pVOG5809	hypothetical protein
pVOG5810	hypothetical protein
pVOG5811	hypothetical protein
pVOG5812	hypothetical protein
pVOG5813	unannotated protein
pVOG5814	nucleotide pyrophosphohydrolase
pVOG5815	unannotated protein
pVOG5816	unannotated protein
pVOG5817	hypothetical protein
pVOG5818	FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase
pVOG5819	homing endonuclease
pVOG5820	hypothetical protein
pVOG5821	HNH endonuclease
pVOG5822	hypothetical protein
pVOG5823	DNA methyltransferase
pVOG5824	hypothetical protein
pVOG5825	unannotated protein
pVOG5826	transcriptional regulator
pVOG5827	hypothetical protein
pVOG5828	hypothetical protein
pVOG5829	hypothetical protein
pVOG5830	head-tail adaptor Ad1
pVOG5831	hypothetical protein
pVOG5832	hypothetical protein
pVOG5833	single strand DNA binding protein
pVOG5834	hypothetical protein
pVOG5835	hypothetical protein
pVOG5836	hypothetical protein
pVOG5837	hypothetical protein
pVOG5838	hypothetical protein
pVOG5839	hypothetical protein
pVOG5840	hypothetical protein
pVOG5841	hypothetical protein
pVOG5842	hypothetical protein
pVOG5843	hypothetical protein
pVOG5844	hypothetical protein
pVOG5845	membrane protein
pVOG5846	receptor binding tail protein
pVOG5847	hypothetical protein
pVOG5848	Gp2.5-like ssDNA binding protein and ssDNA annealing protein
pVOG5849	hypothetical protein
pVOG5850	hypothetical protein
pVOG5851	hypothetical protein
pVOG5852	head-tail adaptor
pVOG5853	cysteine dioxygenase
pVOG5854	hypothetical protein
pVOG5855	hypothetical protein
pVOG5856	hypothetical protein
pVOG5857	hypothetical protein
pVOG5858	hypothetical protein
pVOG5859	hypothetical protein
pVOG5860	hypothetical protein
pVOG5861	short tail fiber protein
pVOG5862	short tail fiber protein
pVOG5863	tail assembly chaperone
pVOG5864	hypothetical protein
pVOG5865	hypothetical protein
pVOG5866	hypothetical protein
pVOG5867	membrane-flanked domain protein
pVOG5868	hypothetical protein
pVOG5869	hypothetical protein
pVOG5870	hypothetical protein
pVOG5871	tail fiber protein
pVOG5872	hypothetical protein
pVOG5873	hypothetical protein
pVOG5874	hypothetical protein
pVOG5875	hypothetical protein
pVOG5876	hypothetical protein
pVOG5877	hypothetical protein
pVOG5878	hypothetical protein
pVOG5879	hypothetical protein
pVOG5880	hypothetical protein
pVOG5881	hypothetical protein
pVOG5882	hypothetical protein
pVOG5883	hypothetical protein
pVOG5884	hypothetical protein
pVOG5885	hypothetical protein
pVOG5886	tellurite resistance
pVOG5887	hypothetical protein
pVOG5888	hypothetical protein
pVOG5889	hypothetical protein
pVOG5890	MazG-like pyrophosphatase
pVOG5891	hypothetical protein
pVOG5892	hypothetical protein
pVOG5893	minor tail protein
pVOG5894	hypothetical protein
pVOG5895	hypothetical protein
pVOG5896	hypothetical protein
pVOG5897	hypothetical protein
pVOG5898	hypothetical protein
pVOG5899	hypothetical protein
pVOG5900	hypothetical protein
pVOG5901	nucleoside 2-deoxyribosyltransferase
pVOG5902	adaptor Ad4
pVOG5903	hypothetical protein
pVOG5904	tail protein
pVOG5905	hypothetical protein
pVOG5906	hypothetical protein
pVOG5907	hypothetical protein
pVOG5908	hypothetical protein
pVOG5909	hypothetical protein
pVOG5910	hypothetical protein
pVOG5911	hypothetical protein
pVOG5912	hypothetical protein
pVOG5913	unannotated protein
pVOG5914	hypothetical protein
pVOG5915	hypothetical protein
pVOG5916	unannotated protein
pVOG5917	hypothetical protein
pVOG5918	zinc carboxypeptidase
pVOG5919	hypothetical protein
pVOG5920	unannotated protein
pVOG5921	hypothetical protein
pVOG5922	hypothetical protein
pVOG5923	exonuclease
pVOG5924	hypothetical protein
pVOG5925	hypothetical protein
pVOG5926	unannotated protein
pVOG5927	tail tube protein
pVOG5928	hypothetical protein
pVOG5929	hypothetical protein
pVOG5930	hypothetical protein
pVOG5931	hypothetical protein
pVOG5932	head maturation protease
pVOG5933	hypothetical protein
pVOG5934	minor tail protein
pVOG5935	tail protein
pVOG5936	RusA-like Holliday junction resolvase
pVOG5937	hypothetical protein
pVOG5938	helicase
pVOG5939	DNA primase
pVOG5940	hypothetical protein
pVOG5941	hypothetical protein
pVOG5942	replication initiation protein
pVOG5943	hypothetical protein
pVOG5944	hypothetical protein
pVOG5945	hypothetical protein
pVOG5946	tail protein
pVOG5947	unannotated protein
pVOG5948	hypothetical protein
pVOG5949	hypothetical protein
pVOG5950	unannotated protein
pVOG5951	hypothetical protein
pVOG5952	hypothetical protein
pVOG5953	internal virion protein
pVOG5954	tail fiber protein
pVOG5955	hypothetical protein
pVOG5956	hypothetical protein
pVOG5957	hypothetical protein
pVOG5958	hypothetical protein
pVOG5959	hypothetical protein
pVOG5960	hypothetical protein
pVOG5961	hypothetical protein
pVOG5962	hypothetical protein
pVOG5963	hypothetical protein
pVOG5964	hypothetical protein
pVOG5965	hypothetical protein
pVOG5966	hypothetical protein
pVOG5967	hypothetical protein
pVOG5968	hypothetical protein
pVOG5969	hypothetical protein
pVOG5970	hypothetical protein
pVOG5971	hypothetical protein
pVOG5972	hypothetical protein
pVOG5973	hypothetical protein
pVOG5974	hypothetical protein
pVOG5975	hypothetical protein
pVOG5976	hypothetical protein
pVOG5977	hypothetical protein
pVOG5978	hypothetical protein
pVOG5979	phospho-2-dehydro-3-deoxyheptonate aldolase
pVOG5980	HTH DNA binding protein
pVOG5981	hypothetical protein
pVOG5982	unannotated protein
pVOG5983	hypothetical protein
pVOG5984	hypothetical protein
pVOG5985	hypothetical protein
pVOG5986	MazG-like pyrophosphatase
pVOG5987	hypothetical protein
pVOG5988	hypothetical protein
pVOG5989	HTH DNA binding protein
pVOG5990	unannotated protein
pVOG5991	hypothetical protein
pVOG5992	hypothetical protein
pVOG5993	hypothetical protein
pVOG5994	unannotated protein
pVOG5995	hypothetical protein
pVOG5996	hypothetical protein
pVOG5997	hypothetical protein
pVOG5998	RNA polymerase beta subunit
pVOG5999	hypothetical protein
pVOG6000	hypothetical protein
pVOG6001	head maturation protease
pVOG6002	hypothetical protein
pVOG6003	hypothetical protein
pVOG6004	hypothetical protein
pVOG6005	hypothetical protein
pVOG6006	hypothetical protein
pVOG6007	hypothetical protein
pVOG6008	tubulin PhuZ
pVOG6009	hypothetical protein
pVOG6010	hypothetical protein
pVOG6011	hypothetical protein
pVOG6012	virion structural protein
pVOG6013	unannotated protein
pVOG6014	membrane protein
pVOG6015	hypothetical protein
pVOG6016	hypothetical protein
pVOG6017	major head protein
pVOG6018	hypothetical protein
pVOG6019	hypothetical protein
pVOG6020	hypothetical protein
pVOG6021	hypothetical protein
pVOG6022	hypothetical protein
pVOG6023	hypothetical protein
pVOG6024	unannotated protein
pVOG6025	hypothetical protein
pVOG6026	hypothetical protein
pVOG6027	hypothetical protein
pVOG6028	unannotated protein
pVOG6029	hypothetical protein
pVOG6030	hypothetical protein
pVOG6031	hypothetical protein
pVOG6032	unannotated protein
pVOG6033	hypothetical protein
pVOG6034	hypothetical protein
pVOG6035	unannotated protein
pVOG6036	hypothetical protein
pVOG6037	hypothetical protein
pVOG6038	hypothetical protein
pVOG6039	hypothetical protein
pVOG6040	Rz-like spanin
pVOG6041	hypothetical protein
pVOG6042	tail fiber protein
pVOG6043	hypothetical protein
pVOG6044	hypothetical protein
pVOG6045	hypothetical protein
pVOG6046	hypothetical protein
pVOG6047	hypothetical protein
pVOG6048	hypothetical protein
pVOG6049	hypothetical protein
pVOG6050	nucleoside triphosphate pyrophosphohydrolase
pVOG6051	hypothetical protein
pVOG6052	hypothetical protein
pVOG6053	hypothetical protein
pVOG6054	hypothetical protein
pVOG6055	hypothetical protein
pVOG6056	hypothetical protein
pVOG6057	Lar-like restriction alleviation protein
pVOG6058	terminase
pVOG6059	hypothetical protein
pVOG6060	hypothetical protein
pVOG6061	hypothetical protein
pVOG6062	hypothetical protein
pVOG6063	Putative membrane-bound redox modulator Alx
pVOG6064	hypothetical protein
pVOG6065	hypothetical protein
pVOG6066	hypothetical protein
pVOG6067	hypothetical protein
pVOG6068	unannotated protein
pVOG6069	hypothetical protein
pVOG6070	hypothetical protein
pVOG6071	hypothetical protein
pVOG6072	hypothetical protein
pVOG6073	hypothetical protein
pVOG6074	hypothetical protein
pVOG6075	hypothetical protein
pVOG6076	pilot protein for DNA ejection
pVOG6077	hypothetical protein
pVOG6078	unannotated protein
pVOG6079	hypothetical protein
pVOG6080	hypothetical protein
pVOG6081	unannotated protein
pVOG6082	hypothetical protein
pVOG6083	protease
pVOG6084	unannotated protein
pVOG6085	DHH phosphoesterase
pVOG6086	hypothetical protein
pVOG6087	hypothetical protein
pVOG6088	internal virion protein
pVOG6089	hypothetical protein
pVOG6090	hypothetical protein
pVOG6091	hypothetical protein
pVOG6092	hypothetical protein
pVOG6093	hypothetical protein
pVOG6094	hypothetical protein
pVOG6095	hypothetical protein
pVOG6096	hypothetical protein
pVOG6097	hypothetical protein
pVOG6098	hypothetical protein
pVOG6099	hypothetical protein
pVOG6100	hypothetical protein
pVOG6101	hypothetical protein
pVOG6102	hypothetical protein
pVOG6103	hypothetical protein
pVOG6104	hypothetical protein
pVOG6105	hypothetical protein
pVOG6106	hypothetical protein
pVOG6107	unannotated protein
pVOG6108	hypothetical protein
pVOG6109	RusA-like Holliday junction resolvase
pVOG6110	virion structural protein
pVOG6111	hypothetical protein
pVOG6112	unannotated protein
pVOG6113	hypothetical protein
pVOG6114	hypothetical protein
pVOG6115	hypothetical protein
pVOG6116	hypothetical protein
pVOG6117	hypothetical protein
pVOG6118	hypothetical protein
pVOG6119	hypothetical protein
pVOG6120	hypothetical protein
pVOG6121	hypothetical protein
pVOG6122	hypothetical protein
pVOG6123	hypothetical protein
pVOG6124	hypothetical protein
pVOG6125	hypothetical protein
pVOG6126	hypothetical protein
pVOG6127	hypothetical protein
pVOG6128	Lar-like restriction alleviation protein
pVOG6129	hypothetical protein
pVOG6130	hypothetical protein
pVOG6131	hypothetical protein
pVOG6132	head scaffolding protein
pVOG6133	tail protein
pVOG6134	hypothetical protein
pVOG6135	hypothetical protein
pVOG6136	unannotated protein
pVOG6137	hypothetical protein
pVOG6138	hypothetical protein
pVOG6139	hypothetical protein
